event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-24535,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:00Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government whether the Cabinet Secretary for Wellbeing Economy, Fair Work and Energy will instruct the Grangemouth Future Industry Board to appoint representatives from (a) Petroineos Grangemouth, (b) Unite the Union and (c) local businesses.",TRUE,,,
S6W-24616,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:00Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what engagement took place between ministers and businesses, particularly the retail sector and related industry bodies, about the proposed introduction of a non-domestic rates public health supplement on retailers, as set out in its Budget for 2024-25.",TRUE,,,
S6W-24613,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:00Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government, in light of the proposed introduction of a non-domestic rates public health supplement on retailers, as set out in its Budget for 2024-25, what its position is on whether the introduction of such a levy is consistent with the intention stated in the New Deal for Business Implementation Plan to ""change the dial on business/Government relations"".",TRUE,,,
S6W-24615,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:00Z,Liz Smith,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the Scottish Government what proportion of retail businesses will be subject to the proposed non-domestic rates public health supplement, as set out in its Budget for 2024-25.",TRUE,,,
S6W-24533,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:00Z,Ash Regan,Alba Party,Edinburgh Eastern,To ask the Scottish Government what steps it can take to co-ordinate any necessary (a) investment and (b) action to help sustain the refinery operations at Petroineos Grangemouth.,TRUE,,,
S6W-24538,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:01Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what steps the Cabinet Secretary for Wellbeing Economy, Fair Work and Energy can take to secure the reported £60-80 million investment in the hydrocracker at Petroineos Grangemouth, in order to extend the life of the oil refinery beyond 2025.",TRUE,,,
S6W-24584,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:01Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government what assessment it has made of any impact a freeze on capital budgets will have on the building of a new eye hospital in Edinburgh.,TRUE,,,
S6W-24532,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:01Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what its position is on whether retaining the oil refinery operations at Petroineos Grangemouth is one of its strategic policy objectives, in light of reports that retaining this element of the business would reflect the importance of the site as a national economic asset.",TRUE,,,
S6W-24536,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:01Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government whether the Cabinet Secretary for Wellbeing Economy, Fair Work and Energy will assume the chair of the Grangemouth Future Industry Board.",TRUE,,,
S6W-24577,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:01Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what progress has been made in utilising the role of pharmacies in alleviating any pressure on GP practices, and what plans it has for pharmacists to have the ability to refer patients directly for blood tests.",TRUE,,,
S6W-24607,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:01Z,Stephen Kerr,Scottish Conservative and Unionist Party,Central Scotland,To ask the Scottish Government what objectives it set for any funding that it has provided to the Scottish Drugs Forum since 2019.,TRUE,,,
S6W-24546,2024-02-01T00:00:00Z,NA,2024-01-18T16:43:02Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what plans it has to re-introduce the public health supplement for large retailers that sell alcohol, for the purposes of funding drug and alcohol prevention measures.",TRUE,,,
