event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-26017,2024-03-21T00:00:00Z,NA,2024-03-07T16:39:58Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,"To ask the Scottish Government what information it holds on how many registered physiotherapists there have been in each of the last five years, broken down by NHS board.",TRUE,,,
S6W-26032,2024-03-21T00:00:00Z,NA,2024-03-07T16:39:59Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government how many GPs have completed ""Beyond the Symptoms"" training to date, to help them to identify patients with eating disorders.",TRUE,,,
S6W-26033,2024-03-21T00:00:00Z,NA,2024-03-07T16:40:00Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government how many non-GP healthcare professionals have completed ""Beyond the Symptoms"" training to date, to help them to identify patients with eating disorders, broken down by profession.",TRUE,,,
S6W-26030,2024-03-21T00:00:00Z,NA,2024-03-07T16:40:00Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,"To ask the Scottish Government, further to the answer to question S6W-25840 by Siobhian Brown on 5 March 2024, how many Scottish Fire and Rescue Service officers in the North East Scotland region have received training for operational competence on lithium-ion batteries and battery storage unit sites.",TRUE,,,"S6W-25840: To ask the Scottish Government, further to the answer to question S6W-25091 by Siobhian Brown on 16 February 2024, what specialist training is required for Scottish Fire and Rescue Service officers regarding large battery storage unit sites."
S6W-26029,2024-03-21T00:00:00Z,NA,2024-03-07T16:40:00Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government whether the £237.5 million of Barnett consequential funding arising from the Chancellor of the Exchequer’s Budget statement on 6 March 2024, as a result of the NHS productivity plan, will all be spent on the NHS in Scotland.",TRUE,,,
S6W-26075,2024-03-22T00:00:00Z,NA,2024-03-08T15:50:57Z,Foysol Choudhury,Scottish Labour,Lothian,"To ask the Scottish Government whether it will provide an update on the expert advisory group’s work regarding the roll-out of a national targeted lung cancer screening programme, including what the expected timeline is, and what additional capacity and investment is required.",TRUE,,,
S6W-26068,2024-03-22T00:00:00Z,NA,2024-03-08T15:50:58Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what its position is on whether domestic services across the NHS work closely with infection control teams within hospital settings.,TRUE,,,
S6W-26076,2024-03-22T00:00:00Z,NA,2024-03-08T15:50:58Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government, further to the answer to question S6W-25599 by Maree Todd on 4 March 2024, what the current trajectory and timeline are for clearing long waits for child and adolescent mental health services (CAMHS) in NHS Tayside.",TRUE,,,S6W-25599: To ask the Scottish Government whether it has been advised by NHS Tayside that child and adolescent mental health services (CAMHS) waiting times are expected to worsen.
S6W-26077,2024-03-22T00:00:00Z,NA,2024-03-08T15:50:58Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government, further to the answer to question S6W-25597 by Maree Todd on 4 March 2024, in light of it stating that ""information...on patients starting treatment within 10 weeks is not available"", how it is also able to state that ""1 in 2 people referred to CAMHS [child and adolescent mental health services] start treatment within 10 weeks"".",TRUE,,,"S6W-25597: To ask the Scottish Government how many patients have been referred to child and adolescent mental health services (CAMHS); what proportion of patients have waited more than a year on CAMHS waiting lists; what proportion of patients have started treatment within 10 weeks of referral, and how many CAMHS specialists have been available, in each NHS board in each of the last three years."
S6W-26067,2024-03-22T00:00:00Z,NA,2024-03-08T15:50:59Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what action it is taking to encourage allied health professionals to take up roles within Public Health Scotland.,TRUE,,,
