event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-25616,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:01Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government what specific measures are being taken to address any high levels of pneumonia (mycoplasma pneumoniae) infections recorded in recent Public Health Scotland data.,TRUE,cph,information,
S6W-25614,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:01Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what plans are in place to strengthen surveillance and monitoring systems for pneumonia (mycoplasma pneumoniae) infections, in order to promptly identify any emerging trends or clusters and take proactive measures to prevent further spread.",TRUE,cph,information,
S6W-25691,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:01Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government whether it will provide an update on whether it remains committed to expanding the number of Rapid Cancer Diagnostic Services to ensure population-based coverage.,TRUE,cancer_adult_screening,information,
S6W-25690,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:01Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government when it will publish its final evaluation of Rapid Cancer Diagnostic Services.,TRUE,cancer_adult_screening,information,
S6W-25617,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:01Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what steps are being taken to enhance public awareness and education regarding pneumonia (mycoplasma pneumoniae) infections, particularly among any parents, caregivers and educators of children aged five to 14 who may have concerns, in light of any sustained levels of infections recorded in recent Public Health Scotland data.",TRUE,cph,information,
S6W-25615,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:02Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government what assessment it has made of any reasons for the reportedly high level of pneumonia (mycoplasma pneumoniae) infections in the five- to 14-year-old age group recorded in recent Public Health Scotland data.,TRUE,cph,information,
S6W-24940,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:02Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether it will provide an update on the workforce review in oncology.,TRUE,nes_wf,information,This question has also been sent to the Cancer adult screening team for information.
S6W-24940,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:02Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether it will provide an update on the workforce review in oncology.,TRUE,cancer_adult_screening,information,This question has also been sent to the NES workforce team for information.
S6W-24941,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:02Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government when the workforce review in oncology will be published.,TRUE,nes_wf,information,This question has also been sent to the Cancer adult screening team for information.
S6W-24941,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:02Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government when the workforce review in oncology will be published.,TRUE,cancer_adult_screening,information,This question has also been sent to the NES workforce team for information.
S6W-25688,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:02Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government what measures are in place to ensure that data for all cancer types, including haematological cancers, is collected in each of Scotland's 14 NHS boards as part of the 2024 Scottish Cancer Patient Experience Survey.",TRUE,cancer_adult_screening,information,
S6W-25689,2024-03-07T00:00:00Z,NA,2024-02-22T16:31:02Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government what plans it has to complete the Scottish Cancer Patient Experience Survey on a yearly basis.,TRUE,cancer_adult_screening,information,
