event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-25563,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:52Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether existing criteria for conducting medical assessments of public sector workers with long COVID, in relation to ill health retirement pension applications, reflect that long COVID clinics do not exist in some areas of Scotland, and, if not, what action it can take to ensure that this is the case.",TRUE,covid,information,"This question has also been sent to the Clinical and Protecting Health team for information, and the NES Workforce team for information."
S6W-25563,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:52Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether existing criteria for conducting medical assessments of public sector workers with long COVID, in relation to ill health retirement pension applications, reflect that long COVID clinics do not exist in some areas of Scotland, and, if not, what action it can take to ensure that this is the case.",TRUE,cph,information,"This question has also been sent to the COVID team for information, and the NES Workforce team for information."
S6W-25563,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:52Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether existing criteria for conducting medical assessments of public sector workers with long COVID, in relation to ill health retirement pension applications, reflect that long COVID clinics do not exist in some areas of Scotland, and, if not, what action it can take to ensure that this is the case.",TRUE,nes_wf,information,"This question has also been sent to the Clinical and Protecting Health team for information, and the COVID team for information."
S6W-25573,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:53Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government how many cases of fabricated or induced illness (FII) have been reported in each NHS board area in each of the last five years.,TRUE,primary_care_gp,review,This question has also been sent to the Quality Indicators team for review.
S6W-25573,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:53Z,Douglas Lumsden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government how many cases of fabricated or induced illness (FII) have been reported in each NHS board area in each of the last five years.,TRUE,quality_indicators,review,This question has also been sent to the Primary Care GP team for review.
S6W-25574,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:53Z,Stephanie Callaghan,Scottish National Party,Uddingston and Bellshill,"To ask the Scottish Government, in relation to mesh survivors in Scotland, what consideration it has given to The Hughes Report, by thePatient Safety Commissioner for England, which sets out options for redress for those harmed by valproate and pelvic mesh.",TRUE,women,information,This question has also been sent to the Mesh Consultancy team for information.
S6W-25574,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:53Z,Stephanie Callaghan,Scottish National Party,Uddingston and Bellshill,"To ask the Scottish Government, in relation to mesh survivors in Scotland, what consideration it has given to The Hughes Report, by thePatient Safety Commissioner for England, which sets out options for redress for those harmed by valproate and pelvic mesh.",TRUE,mesh,information,This question has also been sent to the Women's Health and Long-Term Conditions team for information.
S6W-25562,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what its response is to reports that long COVID patients in Scotland have been refused ill health retirement pensions because they have not attended a long COVID clinic.,TRUE,covid,information,This question has also been sent to the Clinical and Protecting Health team for information.
S6W-25562,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what its response is to reports that long COVID patients in Scotland have been refused ill health retirement pensions because they have not attended a long COVID clinic.,TRUE,cph,information,This question has also been sent to the COVID team for information.
S6W-25560,2024-03-14T00:00:00Z,NA,2024-02-15T16:01:53Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether (a) it and (b) public sector pension agencies, including the Scottish Public Pensions Agency, (i) have taken or (ii) will take steps to ensure that companies or agencies that conduct medical assessments of public sector workers with long COVID are made aware that long COVID clinics do not exist in some areas of Scotland, on the basis that NHS boards make their own arrangements for long COVID treatment, in order to ensure that ill health retirement pension applications are not refused simply due to the lack of attendance at a long COVID clinic.",TRUE,covid,information,"This question has also been sent to the Clinical and Protecting Health team for information, and the NES Workforce team for information."
