event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-26897,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:56Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government how many NHS Scotland services and departments still use paper-based medical records.,TRUE,,,
S6W-26908,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:57Z,Liam McArthur,Scottish Liberal Democrats,Orkney Islands,To ask the Scottish Government whether it will provide an up-to-date assessment of the ecological condition of species-rich grasslands (a) within and (b) outside of Special Sites of Scientific Interest.,TRUE,,,
S6W-26910,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:57Z,Kevin Stewart,Scottish National Party,Aberdeen Central,To ask the Scottish Government what measures are in place to prevent healthcare workers with either disciplinary proceedings outstanding with the Scottish Social Services Council or who have been found unfit to practise by the Scottish Social Services Council from being employed by the NHS.,TRUE,,,
S6W-26913,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:57Z,Kevin Stewart,Scottish National Party,Aberdeen Central,To ask the Scottish Government whether it plans to ensure that all healthcare assistants employed by the NHS are required to be registered with the Scottish Social Services Council.,TRUE,,,
S6W-26911,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:58Z,Kevin Stewart,Scottish National Party,Aberdeen Central,"To ask the Scottish Government whether the registration record of all NHS staff, irrespective of job title, is checked at employment in regard to (a) Health and Care Professionals Council, (b) Social Work England, (c) Social Care Wales, (d) Northern Ireland Social Care Council, (e) General Teaching Council for Scotland, (f) General Teaching Council for Northern Ireland, (g) Education Workforce Council, (h) General Chiropractic Council, (i) General Dental Council, (j) General Medical Council, (k) General Optical Council, (l) General Osteopathic Council, (m) Nursing and Midwifery Council, (n) General Pharmaceutical Council and (o) Scottish Social Services Council.",TRUE,,,
S6W-26893,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:58Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government whether it is measuring how often different charging codes are used under the new NHS dental payment reform system.,TRUE,,,
S6W-26898,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:58Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what recent assessment it has made of any variation in pay, terms and conditions for social workers across different local authorities.",TRUE,,,
S6W-26906,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:58Z,Paul O'Kane,Scottish Labour,West Scotland,"To ask the Scottish Government how many people that require social care are currently receiving this support in inappropriate hospital stays or out-of-area placements, and what its position is on whether this reflects the commitment in the Coming Home Implementation programme to greatly reduce delayed discharges and inappropriate out-of-area placements for adults with learning disabilities and complex care needs by March 2024.",TRUE,,,
S6W-26909,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:58Z,Kevin Stewart,Scottish National Party,Aberdeen Central,To ask the Scottish Government whether it plans to ensure that all healthcare assistants employed by public bodies who deliver care within a home setting are required to be registered with the Scottish Social Services Council.,TRUE,,,
S6W-26912,2024-05-02T00:00:00Z,NA,2024-04-18T16:34:58Z,Kevin Stewart,Scottish National Party,Aberdeen Central,"To ask the Scottish Government whether the registration record of all NHS staff, irrespective of job title, is checked on an ongoing basis in regard to (a) Health and Care Professionals Council, (b) Social Work England, (c) Social Care Wales, (d) Northern Ireland Social Care Council, (e) General Teaching Council for Scotland, (f) General Teaching Council for Northern Ireland, (g) Education Workforce Council, (h) General Chiropractic Council, (i) General Dental Council, (j) General Medical Council, (k) General Optical Council, (l) General Osteopathic Council, (m) Nursing and Midwifery Council, (n) General Pharmaceutical Council and (o) Scottish Social Services Council.",TRUE,,,
