event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-26362,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what assessment has been carried out of the number of eating disorder patients who are neurodivergent.,TRUE,mhsa,information,
S6W-26343,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what guidance it provides to any NHS boards that choose to outsource health services to the private or voluntary sectors or to charity organisations.,TRUE,cph,information,
S6W-26395,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government how many individuals under the age of 18 have been prescribed puberty suppressing hormones in each year since 2013.,TRUE,prescribing,review,
S6W-26361,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what (a) discussions it has had regarding and (b) consideration it has given to the use of integrated cognitive behaviour treatment (I-CBTE) for patients with eating disorders and anorexia.,TRUE,mhsa,information,
S6W-26337,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what work it is undertaking to consider self-referral routes within primary care to services that currently require prior GP referral.,TRUE,primary_care_gp,information,
S6W-26392,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,John Swinney,Scottish National Party,Perthshire North,To ask the Scottish Government on how many occasions the treatment Olaparib has been prescribed in each NHS board area since it was approved for use by the Scottish Medicines Consortium (SMC) in 2021.,TRUE,prescribing,review,
S6W-26359,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government how many children and young people have been placed in adult mental health facilities, due to spaces being unavailable in facilities for children and young people, in each NHS board in each year since 1999.",TRUE,mhsa,review,
S6W-26356,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:22Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government, in light of its aim to greatly reduce the placement of young people with learning disabilities in out-of-area residential placements and inappropriate hospital settings by March 2024, how many young people with learning disabilities and complex care needs are currently placed in such inappropriate hospital settings for assessment or treatment.",TRUE,mhsa,review,
S6W-26351,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:22Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what estimate it has made of the investment that will need to be made in GP services in each of the next five years, broken down by NHS board.",TRUE,primary_care_gp,information,
S6W-26341,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:22Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what training is provided to GP receptionists who have an enhanced role in the delivery of primary care services.,TRUE,primary_care_gp,information,
