event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27077,2024-05-10T00:00:00Z,NA,2024-04-25T16:47:56Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government whether it will publish a timetable for when the remaining £270 million in funding for additional appointments and procedures will be allocated, and from where this funding will be allocated.",TRUE,primary_care_gp,information,
S6W-27075,2024-05-10T00:00:00Z,NA,2024-04-25T16:47:58Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government whether it will provide a breakdown of how the Â£30 million of targeted investment to help reduce inpatient and day-case waiting lists, as announced on 1 April 2024, will be spent, and how much is being allocated to each NHS board.",TRUE,waiting_times,information,
S6W-27076,2024-05-10T00:00:00Z,NA,2024-04-25T16:47:58Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how many additional (a) appointments and (b) procedures will be delivered through the £30 million of targeted investment to help reduce inpatient and day-case waiting lists, as announced on 1 April 2024.",TRUE,waiting_times,information,
S6W-27096,2024-05-13T00:00:00Z,NA,2024-04-26T15:56:54Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government what consideration it has given to reports that defibrillators held in locked cabinets or requiring the use of an access code can slow down the response to an out-of-hospital cardiac arrest and may affect the chance of survival, and what steps it has taken to encourage defibrillators to be installed in unlocked, publicly accessible places.",TRUE,quality_indicators,information,
S6W-27094,2024-05-13T00:00:00Z,NA,2024-04-26T15:56:55Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government what steps it has taken to tackle any inequalities that affect outcomes after an out-of-hospital cardiac arrest, specifically to (a) overcome the reportedly low intervention rate where a woman is having a cardiac arrest and (b) improve outcomes for those from (i) deprived and (ii) ethnic minority backgrounds.",TRUE,quality_indicators,information,
S6W-27091,2024-05-13T00:00:00Z,NA,2024-04-26T15:56:55Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government whether it has conducted an equality impact assessment regarding the number of any missed health appointments as a result of the reported ongoing disruption to the railway line from Stranraer to Ayr, in particular for women.",TRUE,quality_indicators,information,
S6W-27095,2024-05-13T00:00:00Z,NA,2024-04-26T15:56:56Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government what steps it has taken, since the publication of Out of hospital cardiac arrest: strategy 2021 to 2026, to ensure that defibrillators are (a) placed in positions that are as accessible as possible to the public and (b) available 24/7.",TRUE,quality_indicators,information,
S6W-27121,2024-05-14T00:00:00Z,NA,2024-04-29T16:29:29Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it is designing a successor to the Women's Health Plan 2021-2024.,TRUE,women,information,
S6W-27107,2024-05-14T00:00:00Z,NA,2024-04-29T16:29:31Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government whether it plans to expand eligibility for the shingles vaccine.,TRUE,cph,information,
S6W-27106,2024-05-14T00:00:00Z,NA,2024-04-29T16:29:31Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government whether it will outline the rationale for a cut-off date of September for people aged 70 or over for eligibility for the shingles vaccine.,TRUE,cph,information,
S6T-01957,2024-04-30T00:00:00Z,2024-04-30T00:00:00Z,2024-04-29T14:25:58Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government for what reason the number of private GP clinics has reportedly tripled since the COVID-19 pandemic.,TRUE,primary_care_gp,information,
S6W-27098,2024-05-13T00:00:00Z,NA,2024-04-26T15:56:55Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what steps it has taken to ensure that custodians of defibrillators are periodically trained in the (a) use of the defibrillator and (b) maintenance of the equipment.,FALSE,quality_indicators,information,
S6W-27109,2024-05-14T00:00:00Z,NA,2024-04-29T16:29:31Z,Mark Griffin,Scottish Labour,Central Scotland,"To ask the Scottish Government whether it will provide a breakdown of the £80 million uplift in funding to help tackle homelessness, announced on 26 April 2024.",FALSE,hsc,information,
