event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6O-03257,NA,NA,2024-03-14T10:06:48Z,Jackie Dunbar,Scottish National Party,Aberdeen Donside,"To ask the Scottish Parliamentary Corporate Body whether it will consider stocking alcohol-free variants of spirits, wine and other alcoholic beverages in the Scottish Parliament gift shop.",TRUE,,,
S6W-26197,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Paul Sweeney,Scottish Labour,Glasgow,"To as the Scottish Government, further to the financial incentives for dentists to open new practices in remote and rural areas, what support is available for dentists who are already operating in remote and rural areas.",TRUE,,,
S6W-26183,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what progress it has made on taking forward the UK National Screening Committee recommendation that all four UK nations should move towards implementing targeted lung cancer screening programmes.,TRUE,,,
S6W-26082,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what assessment it has made of the potential impact of the UK Government's alcohol duty freeze in the Spring Statement on (a) public health harm, (b) alcohol deaths and (c) hospitalisations due to alcohol consumption in Scotland.",TRUE,,,
S6W-26162,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Douglas Ross,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government, further to the answer to question S6W-25452 by Jenni Minto on 27 February 2024, whether the work planned by RSM UK includes analysis of the accommodation capacity required to ensure that parents do not have to leave their baby overnight under the new neonatal model of care; if so, what standard of provision this capacity is being measured against, what progress is being made by RSM UK with this work, and when its findings will be published.",TRUE,,,S6W-25452: To ask the Scottish Government what steps are being taken to increase the capacity of the overnight accommodation available for families with babies in neonatal units.
S6W-26195,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what criteria dental providers must meet to benefit from the Scottish Dental Access Initiative.,TRUE,,,
S6W-26199,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government, further to the answer to a supplementary to question S6O-03191 by Jenni Minto on 13 March 2024, whether the ADHD medication, lisdexamfetamine, may be considered a specialist medicine so that NHS National Services Scotland could potentially explore alternative procurement options within devolved competence through its national procurement service.",TRUE,,,S6O-03191: To ask the Scottish Government whether it will provide an update on the availability of ADHD medication supplies in Scotland.
S6W-26174,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government what its position is on whether a survey report, as provided for in schedule 1 of the Housing (Scotland) Act 2006 (Prescribed Documents) Regulations 2008, should contain an assessment of the presence or otherwise of reinforced autoclaved aerated concrete in the subject building.",TRUE,,,
S6W-26182,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government how many children and young people have been treated in adult mental health services in each year since 1999, broken down by NHS board or any treated outside of Scotland.",TRUE,,,
S6W-26208,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:35Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government what assessment it has made of research published by the University of Aberdeen, which reports that cancer patients living in rural areas experience poorer outcomes, and what action it is taking to ensure equitable cancer care across all of Scotland's geography.",TRUE,,,
