event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-24831,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:41Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government, further to the answer to question S6W-23777 by Michael Matheson on 8 January 2024, when it expects the Centre for Sustainable Delivery (CfSD) to report back on its commissioned work to ""improve Community Urgent Care (CUC) pathways as part of the wider Urgent and Unscheduled Care Programme""; which external partner is currently evaluating the Redesign of Urgent Care pathway through NHS 24 111; when this evaluation will be complete, and what the cost of this project will be.",TRUE,unsched,Information,"S6W-23777: To ask the Scottish Government how it will measure its commitment to ""improving urgent care pathways in the community and improving links across primary and secondary care"", as set out in its publication, NHS Recovery Plan 2021-26: Annual Progress Update 2023.  This question has also been sent to the Health and Social care team."
S6W-24831,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:41Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government, further to the answer to question S6W-23777 by Michael Matheson on 8 January 2024, when it expects the Centre for Sustainable Delivery (CfSD) to report back on its commissioned work to ""improve Community Urgent Care (CUC) pathways as part of the wider Urgent and Unscheduled Care Programme""; which external partner is currently evaluating the Redesign of Urgent Care pathway through NHS 24 111; when this evaluation will be complete, and what the cost of this project will be.",TRUE,hsc,Information,"S6W-23777: To ask the Scottish Government how it will measure its commitment to ""improving urgent care pathways in the community and improving links across primary and secondary care"", as set out in its publication, NHS Recovery Plan 2021-26: Annual Progress Update 2023.  This question has also been sent to the Unscheduled care team."
S6W-24833,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:41Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government, further to the answer to question S6W-23468 by Michael Matheson on 20 December 2023, whether it can provide details of its plan to eliminate use of the private sector for NHS planned care, including details of any (a) current use of private sector provision and (b) medium- to long-term contractual agreements that are in place with the private sector to provide planned care.",TRUE,quality_indicators,Information,"S6W-23468: To ask the Scottish Government how it is progressing its pledge in its Programme for Government 2015-16 to ""effectively eliminate use of the private sector for planned care"" as part of a 20-year strategy."
S6W-24814,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:41Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government what work has been done to upgrade the NHS Scotland Resource Allocation Committee (NRAC) funding formula, and when any update will be published.",TRUE,costs_nrac,review,
S6W-24727,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:43Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what recent discussions it has had with the UK Government regarding making the revenue accrued by large retailers in Scotland through Minimum Unit Pricing taxable, and for those tax revenues to be hypothecated for alcohol health support measures.",TRUE,mup,Information,
S6W-24726,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:43Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government whether it will request that the UK Government considers making the revenue accrued by large retailers in Scotland through Minimum Unit Pricing taxable, and for those tax revenues to be hypothecated for alcohol health support measures.",TRUE,mup,Information,
S6W-24854,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:43Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government, further to the answer to question S6O-03002 by Michael Matheson on 24 January 2024, when the National Community Hospital Group was first established; what the membership of the group is; when it last met, and what was discussed.",TRUE,hsc,Information,S6O-03002: To ask the Scottish Government what action it is taking to support and improve the network of community hospitals.
S6W-24839,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:43Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government, in light of its 2018 commitment to increase the school nursing workforce, what assessment it has made of the school nursing workforce in the last 12 months.",TRUE,nes_wf,Information,
S6W-24803,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:44Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government how many mental health first aiders (a) have been trained in each of the last five years and (b) are currently being trained; how many people are currently employed to train mental health first aiders, and how much money it (i) has spent in each of the last five years and (ii) is currently spending on training mental health first aiders.",TRUE,nes_wf,review,This question has also been sent to the Mental Health and Service Access team.
S6W-24803,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:44Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government how many mental health first aiders (a) have been trained in each of the last five years and (b) are currently being trained; how many people are currently employed to train mental health first aiders, and how much money it (i) has spent in each of the last five years and (ii) is currently spending on training mental health first aiders.",TRUE,mhsa,review,This question has also been sent to the NES Workforce team.
S6W-24794,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:44Z,Stephen Kerr,Scottish Conservative and Unionist Party,Central Scotland,To ask the Scottish Government what objectives it set for any funding that it has provided to Fife Alcohol Support Service since 2019.,TRUE,alcohol,Information,
S6W-24838,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:44Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what support it can offer to NHS boards to assist with the (a) recruitment and (b) retention of qualified health visitors.,TRUE,hsc,Information,
S6W-24574,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:45Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what review it has undertaken of the publication of return patient data for people accessing chronic pain services.,TRUE,waiting_times,Information,
S6W-24711,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:45Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,To ask the Scottish Government what the (a) original estimated (i) cost and (ii) opening date was and (b) current estimated (A) cost and (B) opening date is for each National Treatment Centre.,TRUE,nes_wf,Information,
S6W-24799,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:45Z,Stephen Kerr,Scottish Conservative and Unionist Party,Central Scotland,To ask the Scottish Government what objectives it set for any funding that it has provided to Alcohol & Drugs Action since 2019.,TRUE,alcohol,Information,
S6W-24804,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:46Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government, in relation to free earwax removal services provided through NHS Scotland, how many people have accessed these services in each of the last five years; whether there are any plans to withdraw these services, and whether there are any NHS boards that do not currently offer these services.",TRUE,primary_care_gp,Information,
S6W-24840,2024-02-08T00:00:00Z,NA,2024-01-25T16:45:46Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what discussions it has had with NHS boards regarding the provision of screening services, such as breast screening, outwith normal 9.00 am to 5.00 pm working hours.",TRUE,cancer_adult_screening   ,Information,
S6W-24883,2024-02-09T00:00:00Z,NA,2024-01-26T09:10:33Z,Emma Harper,Scottish National Party,South Scotland,"To ask the Scottish Government whether it will provide an update on the action that it will take following the closure of the four nations consultation, Creating a Smokefree Generation and Tackling Youth Vaping.",TRUE,alcohol,Information,
S6W-24884,2024-02-09T00:00:00Z,NA,2024-01-26T11:29:25Z,Gillian Mackay,Scottish Green Party,Central Scotland,"To ask the Scottish Government whether it will provide an update on the action that it will take to tackle the environmental impact of single-use vapes, following the closure of the four nations consultation, Creating a Smokefree Generation and Tackling Youth Vaping.",TRUE,alcohol,Information,
S6W-24886,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:09Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it can provide details of how NHS 24 ensures that calls regarding mental health are properly triaged.,TRUE,mhsa,Information,
S6W-24859,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:09Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government, in light of reports that thousands of people in the Galloway and West Dumfries constituency have been deregistered as NHS dental patients, and the reported lack of NHS dental services, what measures it is considering to ensure the continuation of free dental prescriptions.",TRUE,primary_care_other,Information,
S6W-24882,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:09Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government when the NHS Scotland Scottish Workforce and Staff Governance Group last met, and what was discussed.",TRUE,nes_wf,Information,
S6W-24863,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:09Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government for how long NHS Dumfries and Galloway has qualified for the Scottish Dental Access Initiative.,TRUE,primary_care_other,Information,
S6W-24876,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:10Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government when the Nursing and Midwifery Taskforce last met, and what was discussed.",TRUE,nes_wf,Information,
S6W-24881,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:10Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government when the Health and Social Care Assurance Board, one of the groups designing the National Care Service, last met, and what was discussed.",TRUE,hsc,Information,
S6W-24880,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:10Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government when the Health and Social Care Management Board, one of the groups designing the National Care Service, last met, and what was discussed.",TRUE,hsc,Information,
S6W-24825,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:10Z,Rachael Hamilton,Scottish Conservative and Unionist Party,"Ettrick, Roxburgh and Berwickshire",To ask the Scottish Government for how long NHS Borders has qualified for the Scottish Dental Access Initiative.,TRUE,primary_care_other,Information,
S6W-24868,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:10Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government what its evaluation is of the provision of NHS dental services in Dumfries and Galloway in the last year.,TRUE,primary_care_other,Information,
S6W-24869,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:10Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government for what reason dentists treating patients privately are reportedly unable to issue NHS prescriptions, in light of reported concerns that this means that patients who are unable to get NHS dental appointments have to pay for both appointments and any medication.",TRUE,primary_care_other,Information,
S6W-24861,2024-02-09T00:00:00Z,NA,2024-01-26T15:51:10Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government whether it will provide a complete breakdown of the fee structure for NHS dental payments (a) before and (b) after 1 November 2023.,TRUE,primary_care_other,Information,
