event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-25816,2024-03-19T00:00:00Z,NA,2024-03-05T14:28:07Z,Meghan Gallacher,Scottish Conservative and Unionist Party,Central Scotland,"To ask the Scottish Government what its response is to reports that the Scottish Prison Service (SPS) deliberately hid documents related to its transgender prisoner policy, particularly in light of reports that officials discussed how to avoid having to publish operational guidance through Freedom of Information.",TRUE,justice,information,
S6O-03190,NA,2024-03-13T00:00:00Z,2024-03-06T14:35:24Z,Kate Forbes,Scottish National Party,"Skye, Lochaber and Badenoch",To ask the Scottish Government what discussions it has had with NHS Highland about progressing planning and design work for the new Belford Hospital in Fort William.,TRUE,nes_wf,information,
S6O-03197,NA,2024-03-13T00:00:00Z,2024-03-06T14:35:24Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government whether it will provide further details of the progress that it is making towards fulfilling its 2017 commitment to increase the number of GPs by 800 within a decade.,TRUE,primary_care_gp,review,This question has also been sent to the NES Workforce team for review.
S6O-03197,NA,2024-03-13T00:00:00Z,2024-03-06T14:35:24Z,Sarah Boyack,Scottish Labour,Lothian,To ask the Scottish Government whether it will provide further details of the progress that it is making towards fulfilling its 2017 commitment to increase the number of GPs by 800 within a decade.,TRUE,nes_wf,review,This question has also been sent to the Primary Care team for review.
S6O-03196,NA,2024-03-13T00:00:00Z,2024-03-06T14:35:24Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it will provide an update on NHS Lanarkshire's recovery plans.,TRUE,quality_indicators,information,"This question has also been sent to the Waiting Times team for information, and the Mental Health & Service Access team for information."
S6O-03196,NA,2024-03-13T00:00:00Z,2024-03-06T14:35:24Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it will provide an update on NHS Lanarkshire's recovery plans.,TRUE,waiting_times,information,"This question has also been sent to the Quality Indicators team for information, and the Mental Health & Service Access team for information."
S6O-03196,NA,2024-03-13T00:00:00Z,2024-03-06T14:35:24Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it will provide an update on NHS Lanarkshire's recovery plans.,TRUE,mhsa,information,"This question has also been sent to the Waiting Times team for information, and the Quality Indicators team for information."
S6O-03193,NA,2024-03-13T00:00:00Z,2024-03-06T14:35:24Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government whether it will provide an update on the availability of NHS dentistry for residents of Dunoon and its surrounding communities.,TRUE,primary_care_other,review,
S6O-03205,NA,2024-03-14T00:00:00Z,2024-03-06T14:35:24Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government what its response is to comments made by the Chartered Institute of Housing Scotland, which described Scotland as being ""in the midst of a housing emergency"".",TRUE,hsc,information,
S6W-25999,2024-03-20T00:00:00Z,NA,2024-03-06T17:32:56Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether long COVID data from the Scottish Health Survey have been used in the development of its long COVID service design.,TRUE,covid,information,This question has also been sent to the Clinical and Protecting Health team for information.
