event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-26197,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Paul Sweeney,Scottish Labour,Glasgow,"To as the Scottish Government, further to the financial incentives for dentists to open new practices in remote and rural areas, what support is available for dentists who are already operating in remote and rural areas.",TRUE,primary_care_other,information,
S6W-26183,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what progress it has made on taking forward the UK National Screening Committee recommendation that all four UK nations should move towards implementing targeted lung cancer screening programmes.,TRUE,cancer_adult_screening,information,
S6W-26082,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what assessment it has made of the potential impact of the UK Government's alcohol duty freeze in the Spring Statement on (a) public health harm, (b) alcohol deaths and (c) hospitalisations due to alcohol consumption in Scotland.",TRUE,drugs,review,This question has also been sent to the Alcohol and tobacco and daisy teams for review.
S6W-26082,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what assessment it has made of the potential impact of the UK Government's alcohol duty freeze in the Spring Statement on (a) public health harm, (b) alcohol deaths and (c) hospitalisations due to alcohol consumption in Scotland.",TRUE,alcohol,review,This question has also been sent to the drugs and daisy teams for review.
S6W-26082,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what assessment it has made of the potential impact of the UK Government's alcohol duty freeze in the Spring Statement on (a) public health harm, (b) alcohol deaths and (c) hospitalisations due to alcohol consumption in Scotland.",TRUE,daisy,review,This question has also been sent to the Alcohol and tobacco and drugs teams for review.
S6W-26162,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:42Z,Douglas Ross,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government, further to the answer to question S6W-25452 by Jenni Minto on 27 February 2024, whether the work planned by RSM UK includes analysis of the accommodation capacity required to ensure that parents do not have to leave their baby overnight under the new neonatal model of care; if so, what standard of provision this capacity is being measured against, what progress is being made by RSM UK with this work, and when its findings will be published.",TRUE,preg_birth_child,information,S6W-25452: To ask the Scottish Government what steps are being taken to increase the capacity of the overnight accommodation available for families with babies in neonatal units.
S6W-26195,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what criteria dental providers must meet to benefit from the Scottish Dental Access Initiative.,TRUE,primary_care_other,information,
S6W-26199,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government, further to the answer to a supplementary to question S6O-03191 by Jenni Minto on 13 March 2024, whether the ADHD medication, lisdexamfetamine, may be considered a specialist medicine so that NHS National Services Scotland could potentially explore alternative procurement options within devolved competence through its national procurement service.",TRUE,prescribing,information,S6O-03191: To ask the Scottish Government whether it will provide an update on the availability of ADHD medication supplies in Scotland.
S6W-26182,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government how many children and young people have been treated in adult mental health services in each year since 1999, broken down by NHS board or any treated outside of Scotland.",TRUE,mhsa,review,
S6W-26208,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:35Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government what assessment it has made of research published by the University of Aberdeen, which reports that cancer patients living in rural areas experience poorer outcomes, and what action it is taking to ensure equitable cancer care across all of Scotland's geography.",TRUE,cancer_adult_screening,review,
S6W-26192,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:35Z,Ben Macpherson,Scottish National Party,Edinburgh Northern and Leith,"To ask the Scottish Government, further to the answer to the third supplementary to question S6O-02854 by Jenni Minto on 7 December 2023, what its response is to the reported concerns of myalgic encephalomyelitis (ME) organisations and people with ME regarding the way that the Scottish Good Practice Statement (SGPS) on ME-CFS was updated, including concerns that the key recommendations from the National Institute for Health and Care Excellence (NICE) guideline were not inserted into the updated SGPS.",TRUE,cph,information,S6O-02854: To ask the Scottish Government whether it will provide an update on what support is in place for people with long COVID.
S6W-26205,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:35Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government what consideration it has given to allowing potential cancer patients to self-refer to Rapid Cancer Diagnostic Services.,TRUE,cancer_adult_screening,information,
S6W-26206,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:35Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government what discussions it has had with (a) NHS Scotland and (b) the relevant NHS boards regarding the provision of recurrent funding for (i) existing and (ii) future Rapid Cancer Diagnostic Services.,TRUE,cancer_adult_screening,information,
S6W-26210,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:36Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government how much it has spent on cancer research in each year since 2011-12 in (a) cash terms and (b) real terms, broken down by spending through (i) NHS Research Scotland and (ii) other routes.",TRUE,cancer_adult_screening,review,
S6W-26196,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:36Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government how many capital funding awards have been made from the Scottish Dental Access Initiative, broken down by (a) NHS board, (b) dental provider and (c) amount awarded.",TRUE,primary_care_other,information,
S6W-26207,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:36Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government what plans it has to improve equity of access to Rapid Cancer Diagnostic Services, particularly in Scotland's more remote and rural NHS boards.",TRUE,cancer_adult_screening,information,
S6W-26204,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:36Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government what data it holds on how many patients have been diagnosed with a blood cancer through Rapid Cancer Diagnostic Services.,TRUE,cancer_adult_screening,review,
S6F-02948,2024-03-21T00:00:00Z,2024-03-21T00:00:00Z,2024-03-18T14:12:00Z,Meghan Gallacher,Scottish Conservative and Unionist Party,Central Scotland,"To ask the First Minister whether the Scottish Government will engage with NHS Scotland on ending the prescription of puberty suppressing hormones to children, following the recent announcement by NHS England.",TRUE,prescribing,information,
S6W-26222,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:14Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what discussions it has had regarding the potential impact in Scotland of the UK Government's plans to develop an early warning system to detect synthetic opioids and emerging drugs, which will reportedly track drug presence in real-time through wastewater testing and overdose reports, use and provide data to the UN commissions own early warning system, and aim to prevent a fentanyl crisis such as that experienced in the USA.",TRUE,drugs,information,
S6W-26227,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government when it last met with representatives from the care home sector; what matters were discussed, and what actions it has agreed to undertake in supporting this sector.",TRUE,hsc,information,
S6W-26229,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government how many patients self-referred to NHS Pharmacy First Scotland, broken down by NHS board, in each full year since the service was launched.",TRUE,prescribing,review,
S6W-26237,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government, in light of the recommendation in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health, which was published on 8 February 2022, whether it has established a comprehensive strategy to improve communication, collaboration, co-operation and exchanges of best practice between third sector and statutory perinatal mental health support to make sure that women and families are appropriately and adequately supported.",TRUE,preg_birth_child,information,This question has also been sent to the Mental health and service access team for information.
S6W-26237,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government, in light of the recommendation in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health, which was published on 8 February 2022, whether it has established a comprehensive strategy to improve communication, collaboration, co-operation and exchanges of best practice between third sector and statutory perinatal mental health support to make sure that women and families are appropriately and adequately supported.",TRUE,mhsa,information,"This question has also been sent to the pregnancy, birth, and child health team for information."
S6W-26232,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government how many NHS care navigators currently work in the NHS, broken down by NHS board.",TRUE,nes_wf,review,
S6W-26236,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what work it has undertaken to ensure that primary care staff have appropriate training so that they are able to adequately signpost mothers and families towards appropriate third sector provision of perinatal mental health services.,TRUE,primary_care_gp,information,"This question has also been sent to the pregnancy, birth, and child health team for information."
S6W-26236,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what work it has undertaken to ensure that primary care staff have appropriate training so that they are able to adequately signpost mothers and families towards appropriate third sector provision of perinatal mental health services.,TRUE,preg_birth_child,information,This question has also been sent to the Primary care GP team for information.
S6W-26219,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what impact the COVID-19 pandemic has had on alcohol (a) consumption, (b) hospitalisations and (c) deaths in Scotland.",TRUE,covid,review,This question has also been sent to the alcohol and tobacco team for review.
S6W-26219,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what impact the COVID-19 pandemic has had on alcohol (a) consumption, (b) hospitalisations and (c) deaths in Scotland.",TRUE,alcohol,review,This question has also been sent to the covid team for review.
S6W-26228,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what work it has undertaken in the last 12 months to increase patient awareness of alternative pathways to primary care.,TRUE,primary_care_gp,information,This question has also been sent to the Health and social care team for information.
S6W-26228,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what work it has undertaken in the last 12 months to increase patient awareness of alternative pathways to primary care.,TRUE,hsc,information,This question has also been sent to the Primary care GP team for information.
S6W-26218,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:15Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it will provide an update on what action it has taken to address alcohol harm since it was cited in the 2022-23 Scottish Budget as a public health emergency.,TRUE,alcohol,review,
S6W-26221,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what action it is taking to introduce drug checking services at music festivals and other cultural and entertainment venues, as a harm reduction measure.",TRUE,drugs,information,
S6W-26231,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what information it holds on how many primary care appointments were cancelled in the last two years, broken down by NHS board.",TRUE,primary_care_gp,review,This question has also been sent to the Primary care dental/ opthalmic team for review.
S6W-26231,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what information it holds on how many primary care appointments were cancelled in the last two years, broken down by NHS board.",TRUE,primary_care_other,review,This question has also been sent to the Primary care GP team for review.
S6W-26233,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government whether the submissions to the Wolfson Economics Prize 2021, in response to the problem question, ""How would you design and plan new hospitals to radically improve patient experiences, clinical outcomes, staff wellbeing, and integration with wider health and social care?"", have influenced Scottish Government policy on the design of healthcare facilities.",TRUE,hsc,information,
S6W-26234,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what advances in training on perinatal mental health have been made following the recommendations made in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health (SP Paper 104), which was published on 8 February 2022.",TRUE,mhsa,information,"This question has also been sent to the pregnancy, birth, and child health team for information."
S6W-26234,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what advances in training on perinatal mental health have been made following the recommendations made in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health (SP Paper 104), which was published on 8 February 2022.",TRUE,preg_birth_child,information,This question has also been sent to the Mnetal health and service access team for information.
S6W-26235,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what progress NHS Education for Scotland has made on its commissioned piece of work to develop a national midwifery career framework.,TRUE,nes_wf,information,
S6W-26230,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government whether it will provide an update on the development and use of single patient records within NHS Scotland.,TRUE,hsc,information,This question has also been sent to the Quality indicators and Primary care GP teams.
S6W-26230,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government whether it will provide an update on the development and use of single patient records within NHS Scotland.,TRUE,quality_indicators,information,This question has also been sent to the Health and social care and Primary care GP teams.
S6W-26230,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government whether it will provide an update on the development and use of single patient records within NHS Scotland.,TRUE,primary_care_gp,information,This question has also been sent to the Health and social care and Quality indicators teams.
S6W-26220,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what potential impact the COVID-19 pandemic is predicted to have on alcohol (a) consumption, (b) hospitalisations and (c) deaths in Scotland over the next 10 years.",TRUE,covid,review,This question has also been sent to the Alcohol and tobacco team for review.
S6W-26220,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:16Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what potential impact the COVID-19 pandemic is predicted to have on alcohol (a) consumption, (b) hospitalisations and (c) deaths in Scotland over the next 10 years.",TRUE,alcohol,review,This question has also been sent to the Covid team for review.
S6W-26155,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Kevin Stewart,Scottish National Party,Aberdeen Central,"To ask the Scottish Government, as part of any work that it is undertaking to understand and address gambling harms in Scotland, what discussions it has had with the UK Government regarding (a) its proposed statutory levy on gambling operators and (b) the rates that gambling operators should pay in the event that the levy is introduced.",FALSE,gambling,information,
S6W-26157,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Kevin Stewart,Scottish National Party,Aberdeen Central,"To ask the Scottish Government, as part of any work that it is undertaking to understand and address gambling harms in Scotland, whether it has had any discussions with the UK Government regarding the potential disbursement of any funds raised through its proposed statutory levy on gambling operators, in the event that the levy is introduced.",FALSE,gambling,information,
S6W-26158,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Kevin Stewart,Scottish National Party,Aberdeen Central,"To ask the Scottish Government, as part of any work that it is undertaking to understand and address gambling harms in Scotland, what discussions it has had with the UK Government regarding its proposals to introduce stake limits for online slot games.",FALSE,gambling,information,
S6W-26198,2024-03-28T00:00:00Z,NA,2024-03-14T16:37:43Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government what assessment it has made of the impact of the fluoride varnish aspect of the Childsmile programme, and whether it plans to continue with this element of the scheme.",FALSE,primary_care_other,information,
S6W-26211,2024-04-15T00:00:00Z,NA,2024-03-15T16:07:35Z,Jackson Carlaw,Scottish Conservative and Unionist Party,Eastwood,"To ask the Scottish Government what the total number of radiology training places has been in financial year (a) 2019-20, (b) 2020-21, (c) 2021-22, (d) 2022-23 and (e) 2023-24.",FALSE,nes_wf,review,
S6W-26226,2024-04-16T00:00:00Z,NA,2024-03-18T17:17:14Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government whether it will provide an update on what action it has taken to develop the role of social prescribing, and whether it has given any consideration to appointing a national lead for this.",FALSE,hsc,information,
