event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-25922,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:49Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government how it is ensuring that patients from all socioeconomic backgrounds have equal access to primary care.,TRUE,primary_care_gp,information,This question has also been sent to the Primary care other team for information.
S6W-25922,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:49Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government how it is ensuring that patients from all socioeconomic backgrounds have equal access to primary care.,TRUE,primary_care_other,information,This question has also been sent to the Primary care GP team for information.
S6W-25907,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:49Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what information it has on how much has been spent on taxi journeys for NHS patients in each year since 1999, broken down by NHS board area.",TRUE,costs_nrac,review,
S6W-25923,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:49Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what steps it is taking to increase awareness of the signs and symptoms of cancer among any demographics that may be less likely to seek medical help or engage with clinical services.,TRUE,cancer_adult_screening,information,
S6W-25892,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:49Z,Jackson Carlaw,Scottish Conservative and Unionist Party,Eastwood,"To ask the Scottish Government how many mesh removal procedures in total have been carried out in Glasgow through referral to the National Complex Mesh Surgical Service since the centre was established, and how many of these procedures are considered to have been (a) successful and (b) unsuccessful.",TRUE,mesh,review,
S6W-25921,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:49Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government how it is supporting patients who are on waiting lists for cancer diagnostic tests or cancer treatment.,TRUE,cancer_adult_screening,information,
S6W-25908,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:49Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government how many drug deaths have been recorded in the last three years that have included a reference to fentanyl.,TRUE,drugs,information,
S6W-25918,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:50Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what steps it is taking to ensure that the provisions in the Health and Care (Staffing) (Scotland) Act 2019, which is due to commence in April 2024, particularly any provisions related to volunteers in care services, are reflected in its plans for the future workforce of the proposed National Care Service.",TRUE,nes_wf,information,
S6W-25891,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:50Z,Jackson Carlaw,Scottish Conservative and Unionist Party,Eastwood,"To ask the Scottish Government, further to the answer to question S6W-11632 by Humza Yousaf on 14 November 2022, what recording procedures are in place to ensure that, after referral to the specialist mesh service in Glasgow, all women are informed of the options to seek treatment at an NHS England specialist centre, the Spire Hospital in Bristol, or with Dr Veronikis in the USA, in circumstances when it is agreed that surgery is appropriate.",TRUE,mesh,information,S6W-11632: To ask the Scottish Government whether it will provide an update on what formal referral pathways are in place for women seeking mesh removal surgery.
S6W-25893,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:50Z,Jackson Carlaw,Scottish Conservative and Unionist Party,Eastwood,To ask the Scottish Government what its position is on whether the 21 recommendations set out in the Transvaginal Mesh Case Record Review by Professor Alison Britton are now fully embedded within healthcare services in Scotland.,TRUE,mesh,information,
S6W-25913,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:51Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what assessment it has made of the potential impact of the proposed ban on single-use vapes on the illicit vaping market.,TRUE,alcohol,information,
S6W-25902,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:51Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government what steps it is taking to increase the recruitment of staff in care homes.,TRUE,nes_wf,information,This question has also been sent to the Health and Social care team for information.
S6W-25902,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:51Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government what steps it is taking to increase the recruitment of staff in care homes.,TRUE,hsc,information,This question has also been sent to the NES Workforce team for information.
S6W-25924,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:51Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government whether it will provide an update on when it will confirm the budget for the Communities Mental Health and Wellbeing Fund for 2024-25.,TRUE,mhsa,information,
S6W-25915,2024-03-14T00:00:00Z,NA,2024-02-29T16:30:51Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what steps it is taking to ensure that volunteers and the third sector are included in plans for the future workforce of the proposed National Care Service.,TRUE,nes_wf,information,
