event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-25372,2024-03-07T00:00:00Z,NA,2024-02-08T16:28:07Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government when the First Minister last met formally with the Women's Health Champion.,TRUE,women,information,
S6W-25403,2024-03-07T00:00:00Z,NA,2024-02-08T16:28:08Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,To ask the Scottish Government what the current vacancy rate is for cardiac physiologists in NHS Scotland.,TRUE,nes_wf,review,
S6W-25371,2024-03-07T00:00:00Z,NA,2024-02-08T16:28:09Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government how many actions it set out in its Women's Health Plan 2021-24, and what its position is on how many of those actions it has achieved to date.",TRUE,women,information,
S6W-25404,2024-03-07T00:00:00Z,NA,2024-02-08T16:28:09Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government what action it is taking to address cardiology waiting lists, in light of reported statistics showing that waiting lists for outpatient cardiology appointments are the longest on record.",TRUE,waiting_times,information,
S6W-25406,2024-03-07T00:00:00Z,NA,2024-02-08T16:28:10Z,Meghan Gallacher,Scottish Conservative and Unionist Party,Central Scotland,To ask the Scottish Government what guidance it has provided to NHS boards in relation to recording a patient's biological sex on medical records.,TRUE,quality_indicators,information,
S6W-25452,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:21Z,Douglas Ross,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government what steps are being taken to increase the capacity of the overnight accommodation available for families with babies in neonatal units.,TRUE,preg_birth_child,information,
S6W-25447,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:21Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government what engagement it has had with the Edinburgh Children's Hospital Charity's child and family mental health resilience and wellbeing pilot, No Time To Wait, in East Lothian.",TRUE,mhsa,information,
S6W-25441,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:22Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government when it last discussed health visiting services with NHS boards.,TRUE,hsc,information,This question has also been sent to the NES Workforce team for information.
S6W-25441,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:22Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government when it last discussed health visiting services with NHS boards.,TRUE,nes_wf,information,This question has also been sent to the Health & Social Care team for information.
S6W-25453,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:22Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government whether it will provide an update on progress on the objectives outlined in its publication, Scottish Mental Health Law Review: Our Response, which was published on 28 June 2023.",TRUE,mhsa,information,
S6W-25428,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:22Z,Richard Leonard,Scottish Labour,Central Scotland,"To ask the Scottish Government how many inpatient beds are planned for the replacement for University Hospital Monklands, broken down by speciality.",TRUE,quality_indicators,information,
S6W-25440,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:22Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what assessment it has made of access to the universal health visiting pathway, which consists of 11 home visits to all families, including eight within the first year of life, and three child health reviews between 13 months and four to five years.",TRUE,hsc,information,"This question has also been sent to the Pregnancy, Birth & Child Health team for information."
S6W-25440,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:22Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what assessment it has made of access to the universal health visiting pathway, which consists of 11 home visits to all families, including eight within the first year of life, and three child health reviews between 13 months and four to five years.",TRUE,preg_birth_child,information,This question has also been sent to the Health & Social Care team for information.
S6W-25448,2024-03-08T00:00:00Z,NA,2024-02-09T16:26:22Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government what its position is on whether the No Time To Wait model, which is being piloted in East Lothian by the Edinburgh Children's Hospital Charity to tackle the growing mental health needs of children and young people, is one that it would consider for wider roll out.",TRUE,mhsa,information,
