event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-26524,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Michael Matheson,Scottish National Party,Falkirk West,"To ask the Scottish Government how it plans to engage with the UK Government regarding any implications for Scottish social security payments to women in Scotland of the Parliamentary and Health Service Ombudsman report on changes to the state pension age, affecting women born in the 1950s, which states that those affected should receive an apology and compensation.",TRUE,,,
S6W-26576,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what assessment it has made of how many phone calls are made to the NHS 24 111 service because patients have been unable to secure an appointment with their own GP.,TRUE,,,
S6W-26554,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Michael Matheson,Scottish National Party,Falkirk West,To ask the Scottish Government what further steps it will take to help mediate the reportedly ongoing industrial dispute in the college sector regarding pay and conditions.,TRUE,,,
S6W-26561,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:58Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government what action it is taking to ensure that the power of attorney rights of care home residents are upheld.,TRUE,,,
S6W-26578,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:58Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what progress it has made towards introducing self-sampling as part of the cervical screening programme.,TRUE,,,
S6W-26572,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:59Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what additional support was made available to allied health professional (AHP) leaders to enable national job planning for individual AHP groups, as recommended within the Allied Health Professions Education and Workforce Policy Review Recommendations, published on 24 February 2023.",TRUE,,,
S6W-26573,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:59Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what progress it has made to ""co-ordinate and align strategies to market a career as an allied health professional across governmental, professional, and educational organisations including the sharing of resources, data and audiences"", as recommended within the Allied Health Professions Education and Workforce Policy Review Recommendations, published on 24 February 2023",TRUE,,,
S6W-26582,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:59Z,Daniel Johnson,Scottish Labour,Edinburgh Southern,"To ask the Scottish Government what steps the Cabinet Secretary for Wellbeing Economy, Net Zero and Energy has taken, since entering her post, to set up the Small Business Unit.",TRUE,,,
S6W-26580,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:59Z,Daniel Johnson,Scottish Labour,Edinburgh Southern,"To ask the Scottish Government which of Scotland’s trade unions the Cabinet Secretary for Wellbeing Economy, Net Zero and Energy has met with since entering her post, and when.",TRUE,,,
S6W-26579,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:59Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government how many practitioners have been trained to be cervical screening sample takers in each of the last five years.,TRUE,,,
S6W-26577,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:00Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government how many full-time equivalent administrative support posts provide support to consultants across the NHS.,TRUE,,,
S6W-26574,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:00Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government how often the call wait time for the NHS 24 111 service has been over one hour long in the last year.,TRUE,,,
S6W-26581,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:00Z,Daniel Johnson,Scottish Labour,Edinburgh Southern,"To ask the Scottish Government what steps the Cabinet Secretary for Wellbeing Economy, Net Zero and Energy has taken, since entering her post, to implement the recommendations of the New Deal for Business Group.",TRUE,,,
S6W-26503,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:00Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government, in relation to the £1.3 billion that it has committed to spend on mental health in 2024-25, and in light of the ""Mental Health Services"" budget being frozen at £290.2 million, whether it will provide a breakdown of the source of the funding, including any allocated from (a) other budget lines in its Budget and (b) NHS boards; whether any funding from NHS boards will be ringfenced for this purpose, and whether it will provide a breakdown of what specific workstreams or services the funding will be spent on.",TRUE,,,
S6W-26575,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:00Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what assessment it has made of any terminated calls to the NHS 24 111 service.,TRUE,,,
S6W-26594,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:00Z,Mark Griffin,Scottish Labour,Central Scotland,"To ask the Scottish Government how many (a) hospitals, (b) schools and (c) other public buildings have been assessed for external wall cladding containing aluminium composite material (ACM) since 2017; what assessment criteria were used, and how many buildings in each category were found to have cladding containing ACM.",TRUE,,,
S6W-26571,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:01Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what action it is taking to address the reportedly significant waiting times for access to diabetes technology, such as insulin pumps and continuous glucose monitoring systems, for people with type 1 diabetes across Scotland, including in NHS Lothian, and what steps are being taken to meet the national targets and align with reported advancements in NHS England.",TRUE,,,
S6W-26553,2024-04-26T00:00:00Z,NA,2024-03-28T16:38:01Z,Sharon Dowey,Scottish Conservative and Unionist Party,South Scotland,To ask the Scottish Government what action it will take to ensure that the 62-day cancer treatment standard is met in NHS Ayrshire and Arran.,TRUE,,,
S6W-26480,2024-04-26T00:00:00Z,NA,2024-03-28T10:59:05Z,Mark Ruskell,Scottish Green Party,Mid Scotland and Fife,To ask the Scottish Parliamentary Corporate Body (SPCB) whether SPCB staff are permitted to wear disability awareness lanyards.,FALSE,,,
S6W-26520,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:56Z,Michael Matheson,Scottish National Party,Falkirk West,To ask the Scottish Government what recent engagement it has had with the UK Government regarding support for the bus building industry in Scotland.,FALSE,,,
S6W-26556,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:56Z,Maurice Golden,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government what its position is on the compulsory microchipping of pet cats.,FALSE,,,
S6W-26596,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:56Z,Mark Griffin,Scottish Labour,Central Scotland,"To ask the Scottish Government whether it will provide clarification of what it means for a building to be ""on a pathway to a single building assessment"".",FALSE,,,
S6W-26485,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:56Z,Fergus Ewing,Scottish National Party,Inverness and Nairn,"To ask the Scottish Government, in relation to the proposals included in the forthcoming Heat in Buildings Bill, whether it has received any representations regarding whether (a) they could adversely impact upon the mortgage market, (b) mortgage valuation assessments could have to be changed for Scotland as a result of the proposals requiring homebuyers to commit to upgrading to clean energy systems, (c) they could lead to higher interest rates for mortgage holders in Scotland compared with the rest of the UK, and (d) they could create a reported ""material shock to the Scottish housing market that could have a detrimental impact on consumers and the wider economy"".",FALSE,,,
S6W-26584,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Daniel Johnson,Scottish Labour,Edinburgh Southern,"To ask the Scottish Government, further to the answer to question S6W-22036 by Neil Gray on 19 October 2023, what action it has taken in relation to its commitment to improve its collection and reporting of data on how women are supported by Scotland’s business support systems and how its actions are closing the gender gap and widening participation in entrepreneurship.",FALSE,,,"S6W-22036: To ask the Scottish Government, further to the answer to question S6W-21604 by Neil Gray on 2 October 2023, whether it will provide updates on the three of the four key recommendations not referred to in its answer, and what funding has been allocated to implement the four key recommendations. "
S6W-26568,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Graham Simpson,Scottish Conservative and Unionist Party,Central Scotland,"To ask the Scottish Government what its key goals for bus patronage are, and how these are different to the UK Government's goals, as set out in its National Bus Strategy: 2024 Bus Service Improvement Plans.",FALSE,,,
S6W-26586,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Daniel Johnson,Scottish Labour,Edinburgh Southern,"To ask the Scottish Government how much of the Scottish Industrial Energy Transformation Fund was allocated in (a) 2021, (b) 2022 and (c) 2023.",FALSE,,,
S6W-26539,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Graham Simpson,Scottish Conservative and Unionist Party,Central Scotland,"To ask the Scottish Government when it plans to implement Air Departure Tax, in light of the Climate Change Committee’s recommendation in its 2023 Report to Parliament.",FALSE,,,
S6W-26560,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Craig Hoy,Scottish Conservative and Unionist Party,South Scotland,"To ask the Scottish Government when it next plans to review the amount paid, per apprentice, to (a) colleges and (b) independent learning providers to deliver apprenticeships.",FALSE,,,
S6W-26550,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Graham Simpson,Scottish Conservative and Unionist Party,Central Scotland,"To ask the Scottish Government how it will ensure that ""the 20% [reduction in car kilometres] target is not achieved at the cost of exacerbating van traffic, particularly in urban areas"", in light of the Climate Change Committee’s recommendation in its 2023 Report to Parliament.",FALSE,,,
S6W-26486,2024-04-26T00:00:00Z,NA,2024-03-28T16:37:57Z,Fergus Ewing,Scottish National Party,Inverness and Nairn,To ask the Scottish Government whether it will commission independent advice regarding whether the proposed Heat in Buildings Bill could adversely impact upon the mortgage market.,FALSE,,,
