event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-24351,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:15Z,Kenneth Gibson,Scottish National Party,Cunninghame North,"To ask the Scottish Government what additional social security benefits are awarded to claimants with autism, and what proof of diagnosis is required.",TRUE,mhsa,information,
S6W-24340,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:15Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what percentage of the current social care workforce is female.,TRUE,nes_wf,review,
S6W-24343,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:17Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what its position is on how its Budget recognises the part that social care plays within Scotlands communities as an investment in the overall health of the nation.,TRUE,hsc,information,
S6W-24339,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:17Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what action it is taking through its Budget for staff, services and patients in relation to those in need of support who are waiting more than six weeks for a social care assessment due to the sector reportedly being under-resourced.",TRUE,hsc,information,
S6W-24366,2024-01-22T00:00:00Z,NA,2024-01-08T17:24:33Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,To ask the Scottish Government what recent steps it has taken to improve care for people with a brain tumour diagnosis.,TRUE,cancer_adult_screening,information,
S6W-24365,2024-01-22T00:00:00Z,NA,2024-01-08T17:24:33Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,To ask the Scottish Government how it is working to improve access to treatments for brain tumour patients.,TRUE,cancer_adult_screening,information,
S6F-02713,2024-01-11T00:00:00Z,2024-01-11T00:00:00Z,2024-01-08T15:48:13Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the First Minister what urgent steps are being taken to address reports of a mental health crisis with an increase in calls to the NHS 24 Mental Health Hub.,TRUE,mhsa,information,
S6W-24341,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its position is on how paying social care staff £12 per hour is consistent with the aims of the Fair Work agenda, in light of this level of pay reportedly contributing to a level of gender pay inequality.",FALSE,hsc,information,
S6W-24342,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how much has been saved from the revised and delayed National Care Service proposal, and how much of that money has been ringfenced for reinvestment in social care.",FALSE,hsc,information,
S6W-24338,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its position is on whether social care staff can reach pay equity with those in the public sector by the Fair Work Nation deadline of 2025, in light of it offering £12 per hour to not-for-profit social care and support staff in its Budget.",FALSE,hsc,information,This question has also been sent to the NES workforce team.
S6W-24338,2024-01-18T00:00:00Z,NA,2024-01-04T16:10:14Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its position is on whether social care staff can reach pay equity with those in the public sector by the Fair Work Nation deadline of 2025, in light of it offering £12 per hour to not-for-profit social care and support staff in its Budget.",FALSE,nes_wf,information,This question has also been sent to the Health and social care team.
S6W-24364,2024-01-22T00:00:00Z,NA,2024-01-08T17:24:33Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,To ask the Scottish Government whether it plans to create specific funding schemes for brain tumour research.,FALSE,cancer_adult_screening,information,
