event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-26344,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what monitoring it undertakes of any third sector organisations that have been commissioned by NHS boards to provide health services.,TRUE,,,
S6W-26362,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what assessment has been carried out of the number of eating disorder patients who are neurodivergent.,TRUE,,,
S6W-26353,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what investment it plans to make to support the transformation of NHS IT services, and how much will be made available to each NHS board for any such work.",TRUE,,,
S6W-26350,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what its position is on what impact its decision not to replicate in Scotland the non-domestic rates relief available to hospitality businesses in England has had on (a) jobs and (b) growth in the sector.,TRUE,,,
S6W-26343,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what guidance it provides to any NHS boards that choose to outsource health services to the private or voluntary sectors or to charity organisations.,TRUE,,,
S6W-26395,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:20Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government how many individuals under the age of 18 have been prescribed puberty suppressing hormones in each year since 2013.,TRUE,,,
S6W-26361,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what (a) discussions it has had regarding and (b) consideration it has given to the use of integrated cognitive behaviour treatment (I-CBTE) for patients with eating disorders and anorexia.,TRUE,,,
S6W-26337,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what work it is undertaking to consider self-referral routes within primary care to services that currently require prior GP referral.,TRUE,,,
S6W-26392,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,John Swinney,Scottish National Party,Perthshire North,To ask the Scottish Government on how many occasions the treatment Olaparib has been prescribed in each NHS board area since it was approved for use by the Scottish Medicines Consortium (SMC) in 2021.,TRUE,,,
S6W-26359,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:21Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government how many children and young people have been placed in adult mental health facilities, due to spaces being unavailable in facilities for children and young people, in each NHS board in each year since 1999.",TRUE,,,
S6W-26356,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:22Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government, in light of its aim to greatly reduce the placement of young people with learning disabilities in out-of-area residential placements and inappropriate hospital settings by March 2024, how many young people with learning disabilities and complex care needs are currently placed in such inappropriate hospital settings for assessment or treatment.",TRUE,,,
S6W-26351,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:22Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what estimate it has made of the investment that will need to be made in GP services in each of the next five years, broken down by NHS board.",TRUE,,,
S6W-26341,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:22Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government what training is provided to GP receptionists who have an enhanced role in the delivery of primary care services.,TRUE,,,
S6W-26360,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:22Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what work it is doing to end the practice of placing children and young people in adult mental health facilities.,TRUE,,,
S6W-26358,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:23Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government how many inpatient beds for children and young people have been available in each NHS board in each year since 1999.,TRUE,,,
S6W-26380,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:23Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government when it anticipates that the Nursing and Midwifery Taskforce will publish its recommendations; how many times the taskforce has met since it was established, and when any meetings took place.",TRUE,,,
S6W-26339,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:23Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what advances have been made in optometry services within primary care in the last five years, and what funding arrangements are in place to support at-home diagnostic and treatment services.",TRUE,,,
S6W-26354,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:23Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government (a) how many and (b) what percentage of patients diagnosed with diabetes have been provided real-time glucose monitoring devices in each NHS board in each year since 1999.,TRUE,,,
S6W-26317,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:24Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what plans it has to set up regional blood testing centres for Lyme disease.,TRUE,,,
S6W-26391,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:24Z,John Swinney,Scottish National Party,Perthshire North,"To ask the Scottish Government whether consideration is being given, as part of the review of the Scottish Referral Guidelines for Suspected Cancer, to risk factors such as family history and ethnicity in improving the early detection of prostate cancer.",TRUE,,,
S6W-26398,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:24Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government when the discussions and scoping by NHS National Services Scotland and NHS Greater Glasgow and Clyde to consider current and future national provision of gender identity services will conclude.,TRUE,,,
S6W-26389,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:24Z,John Swinney,Scottish National Party,Perthshire North,To ask the Scottish Government whether the necessary genetic tests are available in all NHS board areas to enable the prescribing of Olaparib to treat prostate cancer.,TRUE,,,
S6W-26342,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:24Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government whether NHS Education for Scotland has undertaken any work to support (a) the development of best practice guidelines and (b) training opportunities for GP receptionists.,TRUE,,,
S6W-26374,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:24Z,Colin Smyth,Scottish Labour,South Scotland,To ask the Scottish Government what discussions it has had with the South West Scotland Regional Transport Partnership regarding P&O Ferries’ (a) passenger and (b) freight operations from Cairnryan Port since March 2022.,TRUE,,,
S6W-26352,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:25Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what review it will undertake of the funding formula for health services, in light of the projected population growth in the NHS Lothian area.",TRUE,,,
S6W-26338,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:26Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government how many whole-time equivalent advanced nurse practitioners are currently employed within primary care.,TRUE,,,
S6W-26363,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:26Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what pathways of support and treatment are available to eating disorder patients who may require non-standardised care.,TRUE,,,
S6W-26390,2024-04-19T00:00:00Z,NA,2024-03-21T15:45:26Z,John Swinney,Scottish National Party,Perthshire North,To ask the Scottish Government when the review of the Scottish Referral Guidelines for Suspected Cancer will be completed.,TRUE,,,
S6W-26441,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:28Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government, following the changes to the delivery of inoculations in the 2018 Scottish GMS Contract, whether it was anticipated that courses of B12 injections prescribed over a series of days and weeks would be delivered in central vaccination centres by Health and Social Care Partnerships, rather than GP practices, which reportedly often means that patients requiring this treatment frequently have to travel significant distances.",TRUE,,,
S6W-26408,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what discussions have taken place between NHS Scotland and Dr Hilary Cass regarding the prescription of puberty suppressing hormones to children and young people.,TRUE,,,
S6W-26407,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, further to the answer to question S6F-02948 by Humza Yousaf on 21 March 2024, whether it will confirm if NHS Scotland will continue to offer puberty suppressing hormones to children and young people, in light of reported concerns from governments in England, Sweden, Finland and France regarding the lack of knowledge of the effects of such drugs.",TRUE,,,"S6F-02948: To ask the First Minister whether the Scottish Government will engage with NHS Scotland on ending the prescription of puberty suppressing hormones to children, following the recent announcement by NHS England."
S6W-26323,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Martin Whitfield,Scottish Labour,South Scotland,"To ask the Scottish Government what percentage of community-based health and social care spend is currently spent on preventative whole family support, broken down by local authority area, and when it expects the total figure to reach its 5% target.",TRUE,,,
S6W-26438,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government, in light of the reported decision by Aberdeenshire Integration Joint Board to close Fraserburgh, Peterhead and Huntly Minor Injury Units (MIUs) overnight on a permanent basis due to budgetary pressures, what action it will take with NHS boards and local partners to ensure that MIUs continue to deliver urgent and unscheduled care in the North East Scotland region.",TRUE,,,
S6W-26406,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, further to the answer to question S6F-02948 by Humza Yousaf on 21 March 2024, whether it will confirm if it plans to replicate NHS England's decision that puberty suppressing hormones ""are not available as a routine commissioning treatment option for treatment of children and young people who have gender incongruence / gender dysphoria"", in light of reported concerns regarding the safety of such drugs.",TRUE,,,"S6F-02948: To ask the First Minister whether the Scottish Government will engage with NHS Scotland on ending the prescription of puberty suppressing hormones to children, following the recent announcement by NHS England."
S6W-26401,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government whether it plans to put new prescriptions for puberty suppressing hormones on hold, in light of reported concerns around a lack of data on the effects of puberty suppressing hormones on children and young people.",TRUE,,,
S6W-26442,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government, in light of the reported cyber attack that took place on NHS Dumfries and Galloway on 15 March 2024, how it is working with (a) all NHS boards, (b) Police Scotland and (c) the National Cyber Security Centre, to ensure that NHS IT systems are not compromised further by similar attacks.",TRUE,,,
S6W-26439,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government whether it is considering a ban on under-18s receiving cosmetic treatments, such as dermal fillers and Botox.",TRUE,,,
S6W-26405,2024-04-22T00:00:00Z,NA,2024-03-22T15:59:29Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its response is to reported concerns that children and young people in England who are waiting to receive puberty suppressing hormones (PSH) may relocate to Scotland to procure these treatments, in light of NHS England's decision that PSH ""are not available as a routine commissioning treatment option for treatment of children and young people who have gender incongruence / gender dysphoria"".",TRUE,,,
