event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28609,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what its position is on whether resources to support alcohol dependence recovery should match those allocated to drug addiction harm reduction services, and what measures it will take to ensure that alcohol dependence recovery receives adequate attention and resources.",TRUE,alcohol,information,
S6W-28617,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, regarding the Public Health Scotland Interim monitoring report on statutory-funded residential rehabilitation placements, how many rehabilitation placements were successfully completed in the reported period, and whether it will provide the (a) names and (b) types of the organisations involved.",TRUE,alcohol,review,This question has also been sent to the Drugs team for information
S6W-28617,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, regarding the Public Health Scotland Interim monitoring report on statutory-funded residential rehabilitation placements, how many rehabilitation placements were successfully completed in the reported period, and whether it will provide the (a) names and (b) types of the organisations involved.",TRUE,drugs,information,This question has also been sent to the alcohol team for review.
S6W-28618,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government whether Ward 5 receives funding directly from the Alcohol and Drug Partnerships (ADPs), at an average cost of £15,012 per person, and, if this is the case, for what reason the funding is not being provided to NHS Ayrshire and Arran.",TRUE,drugs,information,This question has also been sent to the alcohol team for information
S6W-28618,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government whether Ward 5 receives funding directly from the Alcohol and Drug Partnerships (ADPs), at an average cost of £15,012 per person, and, if this is the case, for what reason the funding is not being provided to NHS Ayrshire and Arran.",TRUE,alcohol,information,This question has also been sent to the Drugs team for information
S6W-28613,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:51Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, in light of the Public Health Scotland's Interim monitoring report on statutory-funded residential rehabilitation placements, what assessment it has made of whether there are currently any geographic disparities in the provision of rehabilitation beds; what steps it is taking to increase the number of rehabilitation beds, and how it can ensure that they are evenly distributed across all regions.",TRUE,alcohol,information,This question has also been sent to the Drugs team for information
S6W-28613,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:51Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, in light of the Public Health Scotland's Interim monitoring report on statutory-funded residential rehabilitation placements, what assessment it has made of whether there are currently any geographic disparities in the provision of rehabilitation beds; what steps it is taking to increase the number of rehabilitation beds, and how it can ensure that they are evenly distributed across all regions.",TRUE,drugs,information,This question has also been sent to the alcohol team for review.
S6W-28721,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:46Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what steps have been taken to reduce waiting lists for a kidney transplant.,TRUE,snap,information,
S6W-28700,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how many graduate nurses have been employed by NHS Scotland in 2024, broken down by (a) NHS board and (b) speciality.",TRUE,nes_wf,review,
S6W-28696,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government whether it will engage with the Ministry of Defence to explore greater collaboration with NHS Scotland to improve the provision of dental services to armed forces personnel based in Scotland.,TRUE,primary_care_other,information,
S6W-28713,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how many university places have been available for medical students who are (a) Scotland-domiciled, (b) from the rest of the UK and (c) from overseas, in each of the last 10 years.",TRUE,nes_wf,review,
S6W-28703,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what the estimated number of vacancies is for (a) paediatric and (b) neonatal nurses in NHS Scotland, broken down by NHS board, and what the vacancy rate was in each of the last five years.",TRUE,nes_wf,review,
S6W-28689,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Fergus Ewing,Scottish National Party,Inverness and Nairn,"To ask the Scottish Government what its position is on whether the current GP contract, which has required, as of March 2023, the transfer of vaccination services in rural areas from GPs to NHS boards, has been a success; what its position is on whether this policy has resulted in any potential increased risks of death in infants, and, if so, whether it plans to take any action to address any such risks.",TRUE,primary_care_gp,information,This question has also been sent to the cph team for review.
S6W-28689,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Fergus Ewing,Scottish National Party,Inverness and Nairn,"To ask the Scottish Government what its position is on whether the current GP contract, which has required, as of March 2023, the transfer of vaccination services in rural areas from GPs to NHS boards, has been a success; what its position is on whether this policy has resulted in any potential increased risks of death in infants, and, if so, whether it plans to take any action to address any such risks.",TRUE,cph,information,This question has also been sent to the GP team for review.
