event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27383,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government what measures it is taking to promote coordination between schools and mental health services.,TRUE,mhsa,information,
S6W-27366,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:56Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, further to the answer to question S6W-21549 by Jenni Minto on 3 October 2023, what progress NHS boards have made on implementing the Scottish Health Technologies Group (SHTG) recommendations, published on 23 March 2023, requiring access to placental growth factor (PlGF) based tests as part of maternity care.",TRUE,preg_birth_child,information,S6W-21549: To ask the Scottish Government what action it is taking to improve understanding of pre-eclampsia among (a) the public and (b) health professionals.
S6W-27391,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:45Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what engagement it has had with patient representatives, including Coeliac UK, regarding the reported challenge of the underdiagnosis of coeliac disease.",TRUE,quality_indicators,information,
S6W-27440,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:46Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government whether it will provide an update on progress towards implementing the Women's Health Plan since the Second Annual Report on Progress was published in January 2024.,TRUE,women,information,
S6W-27392,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:46Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what progress has been made towards the adoption of a single clinical pathway for coeliac disease.,TRUE,cph,information,
S6W-27399,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:49Z,Russell Findlay,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it will provide details of any drug-free wings within the Scottish Prison Service estate.,TRUE,justice,information,
S6W-27435,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:49Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government whether it has made any recent assessment with clinicians of the effectiveness of BMI as an indicator of health, especially in relation to the diagnosis of eating disorders.",TRUE,mhsa,information,
S6W-27487,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government whether it is aware of any so-called postcode lottery in accessing diabetes technologies in different NHS board areas, and, if so, whether it will provide details of this.",TRUE,prescribing,information,
S6W-27488,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government whether it has any plans to provide NHS boards with any additional funding towards the roll-out of new diabetes technologies in 2024-25, and, if so, whether it will provide details of this.",TRUE,prescribing,information,
S6W-27484,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether it will provide an update on what it is doing to encourage widening access to diabetes technology for people living with (a) type 1 and (b) type 2 diabetes.,TRUE,prescribing,information,
