event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6F-03185,2024-05-30T00:00:00Z,2024-05-30T00:00:00Z,2024-05-28T10:39:29Z,Russell Findlay,Scottish Conservative and Unionist Party,West Scotland,To ask the First Minister what the Scottish Government's response is to reports of a National Crime Agency warning about synthetic opioids being linked to rising numbers of deaths.,TRUE,drugs,information,
S6W-27908,2024-06-11T00:00:00Z,NA,2024-05-28T13:50:29Z,Fulton MacGregor,Scottish National Party,Coatbridge and Chryston,To ask the Scottish Government what assessment it has undertaken to identify any additional capacity requirements for the implementation of the new model of neonatal care.,TRUE,preg_birth_child,information,
S6W-27828,2024-06-11T00:00:00Z,NA,2024-05-28T15:56:51Z,Sharon Dowey,Scottish Conservative and Unionist Party,South Scotland,"To ask the Scottish Government, in light of the publication of the Scottish breast screening programme data 2022-23, what steps are being taken to improve uptake rates for women living in Scotland's most deprived communities.",TRUE,cancer_adult_screening,information,
S6W-27832,2024-06-11T00:00:00Z,NA,2024-05-28T15:56:51Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government how many women have been invited for their breast screening appointment outwith the 36-month round length standard, in each year since 2019.",TRUE,cancer_adult_screening,review,
S6W-27846,2024-06-11T00:00:00Z,NA,2024-05-28T15:56:52Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what its response is to reports that it is failing to adequately fund the (a) enablement of more complex anterior eye conditions managed by independent prescribing optometrists in the community and (b) development of a new National Low Vision service, as set out in the NHS Recovery Plan, and when it plans to ensure that these services are rolled out across Scotland.",TRUE,primary_care_other,information,
S6W-27829,2024-06-11T00:00:00Z,NA,2024-05-28T15:56:52Z,Sharon Dowey,Scottish Conservative and Unionist Party,South Scotland,"To ask the Scottish Government, in light of the publication of the Scottish breast screening programme data 2022-23, what steps are being taken to increase uptake of breast screening to reach the achievable 80% target in all NHS board areas.",TRUE,cancer_adult_screening,information,
S6W-27833,2024-06-11T00:00:00Z,NA,2024-05-28T15:56:52Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government, in light of the publication of the Scottish breast screening programme data 2022-23, for what reason the uptake for routine first invitations has been declining, and what steps are being taken to address this.",TRUE,cancer_adult_screening,information,
S6O-03543,NA,2024-06-06T00:00:00Z,2024-05-29T14:51:10Z,Edward Mountain,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government what the longest projected wait is, in years, for a neurodevelopmental assessment for a child currently on an NHS waiting list.",TRUE,mhsa,review,
S6O-03545,NA,2024-06-06T00:00:00Z,2024-05-29T14:51:10Z,Colin Smyth,Scottish Labour,South Scotland,To ask the Scottish Government what its response is to the reported calls for a moratorium on the closure of publicly owned care homes.,TRUE,hsc,information,
S6W-27851,2024-06-12T00:00:00Z,NA,2024-05-29T17:00:08Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what steps have been taken to accommodate the use of (a) anastrozole, (b) tamoxifen and (c) raloxifene as risk-reducing treatments for primary breast cancer (i) in existing and (ii) to develop new, clinical pathways.",TRUE,cancer_adult_screening,information,Please has also been sent to the Prescribing Team for information
S6W-27851,2024-06-12T00:00:00Z,NA,2024-05-29T17:00:08Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what steps have been taken to accommodate the use of (a) anastrozole, (b) tamoxifen and (c) raloxifene as risk-reducing treatments for primary breast cancer (i) in existing and (ii) to develop new, clinical pathways.",TRUE,prescribing,information,Please has also been sent to the Cancer Team for information
S6O-03546,NA,2024-06-06T00:00:00Z,2024-05-29T14:51:11Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government what action it is taking to prevent children and young people from overdosing on over-the-counter medication.,FALSE,prescribing,information,
