event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28020,2024-06-18T00:00:00Z,NA,2024-06-04T17:15:14Z,Stephanie Callaghan,Scottish National Party,Uddingston and Bellshill,"To ask the Scottish Government what support is available for mothers with bottle-fed newborns who have tongue-tie, and what steps are being taken to raise awareness of this condition in newborns.",TRUE,preg_birth_child,information,
S6W-27930,2024-06-18T00:00:00Z,NA,2024-06-04T17:15:15Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government whether it will provide an update on when it plans to allow patients to access their medical records digitally, and whether it plans to roll this out across Scotland.",TRUE,quality_indicators,information,
S6W-28037,2024-06-19T00:00:00Z,NA,2024-06-05T17:05:04Z,Foysol Choudhury,Scottish Labour,Lothian,"To ask the Scottish Government what assessment it has made of any impact that its recent announcement of up to £8.8 million for diabetes technology will have on waiting times for an insulin pump for type 1 diabetic adults in NHS Lothian, which are reportedly expected to increase to 10 years by the end of 2024.",TRUE,prescribing,information,
S6W-28051,2024-06-19T00:00:00Z,NA,2024-06-05T17:05:05Z,Ross Greer,Scottish Green Party,West Scotland,To ask the Scottish Government whether it will provide an update on what its position is on the addition of medicinal cannabis to NHS Scotland formularies.,TRUE,drugs,information,This question has also been sent to the Prescribing team for information.
S6W-28051,2024-06-19T00:00:00Z,NA,2024-06-05T17:05:05Z,Ross Greer,Scottish Green Party,West Scotland,To ask the Scottish Government whether it will provide an update on what its position is on the addition of medicinal cannabis to NHS Scotland formularies.,TRUE,prescribing,information,This question has also been sent to the Drugs team for information.
S6W-28050,2024-06-19T00:00:00Z,NA,2024-06-05T17:05:05Z,Oliver Mundell,Scottish Conservative and Unionist Party,Dumfriesshire,To ask the Scottish Government what the average ambulance response time is for a cardiac arrest in NHS Dumfries and Galloway.,TRUE,unsched,review,
S6W-28048,2024-06-19T00:00:00Z,NA,2024-06-05T17:05:05Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government, further to the answer to the question S6W-25696 by Jenny Gilruth on 5 March 2024, whether it is still the case that its report following the consultation on draft guidance on the Delivery of relationships, sexual health and parenthood (RSHP) education in Scottish schools will be published in spring 2024.",TRUE,preg_birth_child,information,"S6W-25696: To ask the Scottish Government when it expects to publish its report following the consultation on draft guidance on theÂ Delivery of relationships, sexual health and parenthood (RSHP) education in Scottish schools."
S6O-03575,NA,2024-06-13T00:00:00Z,2024-06-05T17:06:39Z,Craig Hoy,Scottish Conservative and Unionist Party,South Scotland,To ask the Scottish Government what discussions it has had with NHS Lothian and NHS Borders regarding financial stability in the 2024-25 financial year.,TRUE,nes_wf,information,
S6O-03577,NA,2024-06-13T00:00:00Z,2024-06-05T17:06:39Z,Kenneth Gibson,Scottish National Party,Cunninghame North,To ask the Scottish Government whether it will provide an update on what steps it is taking to increase the number of GPs.,TRUE,primary_care_gp,information,This question has also been sent to the NES Workforce team for information.
S6O-03577,NA,2024-06-13T00:00:00Z,2024-06-05T17:06:39Z,Kenneth Gibson,Scottish National Party,Cunninghame North,To ask the Scottish Government whether it will provide an update on what steps it is taking to increase the number of GPs.,TRUE,nes_wf,information,This question has also been sent to the Primary Care team for information.
S6O-03573,NA,2024-06-13T00:00:00Z,2024-06-05T17:06:39Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government when it will end the reported practice of children and young people being admitted to adult services for treatment, rather than an NHS specialist child and adolescent mental health ward.",TRUE,mhsa,information,
S6W-28030,2024-06-19T00:00:00Z,NA,2024-06-05T17:05:05Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,To ask the Scottish Government whether it has had or is planning to have discussions with manufacturers of attention deficit hyperactivity disorder (ADHD) medication in order to address any shortages.,FALSE,prescribing,information,
S6O-03559,NA,2024-06-12T00:00:00Z,2024-06-05T17:06:35Z,Maggie Chapman,Scottish Green Party,North East Scotland,To ask the Scottish Government how its recently published public sector pay policy will support public sector workers to cope with the cost of living.,FALSE,nes_wf,information,
