event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27513,2024-05-30T00:00:00Z,NA,2024-05-14T17:30:56Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what its response is to the recent findings from The Scotsman investigation, which reportedly found multimillion pound spending on PR and consultancy bills by NHS bodies.",TRUE,,,
S6W-27523,2024-05-30T00:00:00Z,NA,2024-05-14T17:30:56Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government whether it will provide an update on what action it is taking to ensure equity of palliative care services for children.,TRUE,,,
S6W-27512,2024-05-30T00:00:00Z,NA,2024-05-14T17:30:58Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government, in light of its Programme for Government 2021-22 commitment, whether it still plans to recruit 3,500 teachers and 500 classroom assistants, over and above the 1,400 teachers recruited during the COVID-19 pandemic, in the current parliamentary session.",TRUE,,,
S6W-27521,2024-05-30T00:00:00Z,NA,2024-05-14T17:30:58Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government how much funding the City of Edinburgh Council is due to receive for affordable housebuilding in the next three financial years, and whether it will consider providing further support in light of the local authority's declaration of a housing emergency.",TRUE,,,
S6W-27531,2024-05-30T00:00:00Z,NA,2024-05-14T17:30:59Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government when it will publish the updated Climate Emergency Skills Action Plan, as set out in its Programme for Government 2023-24.",TRUE,,,
S6W-27504,2024-05-30T00:00:00Z,NA,2024-05-14T17:30:59Z,Carol Mochan,Scottish Labour,South Scotland,To ask the Scottish Government how many third sector organisations are recognised providers of non-NHS rehabilitation services in Scotland.,TRUE,,,
S6O-03468,NA,2024-05-23T00:00:00Z,2024-05-15T15:48:02Z,Liam McArthur,Scottish Liberal Democrats,Orkney Islands,To ask the Scottish Government what assessment it has made of any accessibility issues in relation to the inter-islands air service in Orkney and similar public service obligation operations in other island communities.,TRUE,,,
S6O-03480,NA,2024-05-23T00:00:00Z,2024-05-15T15:48:09Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what its position is on the amount of time that Police Scotland currently spends responding to calls related to mental health issues.,TRUE,,,
S6O-03477,NA,2024-05-23T00:00:00Z,2024-05-15T15:48:09Z,Fulton MacGregor,Scottish National Party,Coatbridge and Chryston,To ask the Scottish Government whether it will provide an update on what action it is taking to reduce waiting times for children requiring neurodevelopmental assessment.,TRUE,,,
S6O-03483,NA,2024-05-23T00:00:00Z,2024-05-15T15:48:10Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government whether it can intervene, in light of concerns following NHS Greater Glasgow and Clyde's decision to permanently reduce Inverclyde's GP out-of-hours service, reportedly leaving Inverclyde Royal Hospital as the only GP out-of-hours site in the NHS board area not to operate a full seven days a week and overnight service.",TRUE,,,
S6O-03478,NA,2024-05-23T00:00:00Z,2024-05-15T15:48:10Z,Rhoda Grant,Scottish Labour,Highlands and Islands,To ask the Scottish Government what action it will take in response to recently published statistics indicating that the number of emergency food parcels distributed by food banks in Scotland in 2023-24 remains similar to the record levels seen in the previous year.,TRUE,,,
S6W-27574,2024-05-31T00:00:00Z,NA,2024-05-15T17:20:42Z,Kevin Stewart,Scottish National Party,Aberdeen Central,To ask the Scottish Government whether it will consider introducing mandatory HIV awareness training and education for health and social care staff.,TRUE,,,
