event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28542,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:58Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government what assessment it has made of the effectiveness of its recently-closed emergency flee fund for victims of domestic abuse, Fund to Leave, whether it plans to renew the initiative and, if so, (a) by what date it will be reintroduced and (b) how much funding it will provide towards it.",TRUE,,,
S6W-28552,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:58Z,Beatrice Wishart,Scottish Liberal Democrats,Shetland Islands,To ask the Scottish Government what discussions it has had with the General Teaching Council for Scotland regarding the establishment of a national standardised system for disciplinary or investigative procedures regarding teachers.,TRUE,,,
S6W-28547,2024-08-09T00:00:00Z,NA,2024-07-12T14:42:07Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government whether it will publish its timetable for bringing the Transport (Scotland) Act 2019 fully into force, and by what date it will lay the regulations required under the Act that will (a) require local transport authorities to provide people who are planning journeys with greater levels of, and improved information about, bus services in their area, (b) set out the process for the formation and operation of a panel to assess franchising proposals and (c) introduce ticketing arrangements and schemes that amend the Transport (Scotland) Act 2001 Act.",TRUE,,,
S6W-28570,2024-08-09T00:00:00Z,NA,2024-07-12T14:42:10Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government by what date the MV (a) Isle of Islay and (b) Loch Indaal will be fully operational.,TRUE,,,
S6W-28578,2024-08-12T00:00:00Z,NA,2024-07-15T16:10:08Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government whether it will provide an update on what action it is taking to regulate the carrying out of non-surgical cosmetic procedures, such as Botox and dermal fillers, by people who are not healthcare professionals.",TRUE,,,
S6W-28577,2024-08-12T00:00:00Z,NA,2024-07-15T16:10:09Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government whether it will provide an update on what discussions it has had with Healthcare Improvement Scotland regarding regulation of the carrying out of non-surgical cosmetic procedures, such as Botox and dermal fillers, by people who are not healthcare professionals.",TRUE,,,
S6W-28581,2024-08-12T00:00:00Z,NA,2024-07-15T16:10:17Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government whether there has been a delay in the recruitment to the role of Chief Nursing Officer on a permanent basis, and, if this is the case, what the reason is for any such delay, and when it will advertise this role.",TRUE,,,
S6W-28540,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:57Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government whether it will provide an update on what the current anticipated timescale is for the completion of HMP Glasgow.,FALSE,,,
S6W-28546,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:57Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government what assessment it has made of the findings from previous regional pilot schemes for free bus travel for people seeking asylum, including those in Glasgow and Aberdeen, and how it used these findings to inform the national pilot scheme set out in the New Scots Strategy Delivery Plan.",FALSE,,,
S6W-28545,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:57Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government, further to the publication of the New Scots Strategy Delivery Plan, how the national pilot scheme for free bus travel for people seeking asylum will be evaluated, and whether this will be carried out while the pilot (a) is in place or (b) has concluded.",FALSE,,,
S6W-28544,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:57Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government, further to the publication of the New Scots Strategy Delivery Plan, what the timeline is for the (a) development of and (b) delivery process for the national pilot scheme for free bus travel for people seeking asylum.",FALSE,,,
S6W-28541,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:58Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government whether it will provide an update on whether the final design plans have been accepted for HMP Glasgow.,FALSE,,,
S6W-28533,2024-08-08T00:00:00Z,NA,2024-07-11T15:58:58Z,Ariane Burgess,Scottish Green Party,Highlands and Islands,"To ask the Scottish Government whether its webpage, fairdeliveries.scot, which was planned to provide an online data hub and interactive parcel delivery map and be updated on a monthly basis, is available, and, if this is not the case, what the reasons are for it not being available.",FALSE,,,
S6W-28554,2024-08-09T00:00:00Z,NA,2024-07-12T14:42:07Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government whether it has conducted an equality impact assessment of the withdrawal by Microsoft of its Office 365 A1 Plus licenses for schools and, if so, whether it publish the outcome of that assessment.",FALSE,,,
S6W-28557,2024-08-09T00:00:00Z,NA,2024-07-12T14:42:08Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,To ask the Scottish Government how it has engaged with teaching (a) staff and (b) trade union representatives to prepare for the changes to Microsoft licensing arrangements following the withdrawal by Microsoft of its Office 365 A1 Plus licenses.,FALSE,,,
