event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28347,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government whether it plans to consult stakeholders, including (a) first aid providers, (b) independent ambulance organisations, (c) the Scottish Ambulance Service and (d) representatives of the hospitality and events sector, with a view to regulating private (i) first aid companies and (ii) ambulance providers.",TRUE,,,
S6W-28353,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Jackie Dunbar,Scottish National Party,Aberdeen Donside,To ask the Scottish Government how many (a) infants and (b) adults it expects to take up the respiratory syncytial virus (RSV) vaccine in the first year of the new programme that was announced on 24 June 2024.,TRUE,,,
S6W-28205,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government what action it is taking to ensure that every NHS board has a designated renal counsellor for adults with kidney disease.,TRUE,,,
S6W-28351,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what discussions it has had with local authorities regarding the procedure for dealing with objections to proposals for redetermination orders, in light of reported concerns regarding the requirement for local authorities to refer a matter to the Scottish Ministers for confirmation of proposals where there is an objection to such an order.",TRUE,,,
S6W-28354,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Jackie Dunbar,Scottish National Party,Aberdeen Donside,"To ask the Scottish Government what discussions it has held with patient organisations to raise awareness of the respiratory syncytial virus (RSV) vaccine, which will be made available on 1 August 2024.",TRUE,,,
S6W-28346,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government, further to the answer to question S6W-18113 by Jenni Minto on 5 June 2023, what specific engagement its officials have undertaken with (a) Healthcare Improvement Scotland and (b) other stakeholders to determine whether there are any concerns in relation to the regulation of private (i) first aid event cover companies and (ii) ambulance providers, which supply medical cover at events across Scotland.",TRUE,,,"S6W-18113: To ask the Scottish Government, further to the answer to question S6W-11295 by Humza Yousaf on 14 November 2022, whether it will provide an update on its discussions with Healthcare Improvement Scotland (HIS) officials to ascertain whether there are any concerns in relation to the regulation of private first aid companies which provide medical cover at events across Scotland."
S6W-28356,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Jackie Dunbar,Scottish National Party,Aberdeen Donside,To ask the Scottish Government how many people received the seasonal flu vaccine in the winter 2023-24 programme.,TRUE,,,
S6W-28357,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pauline McNeill,Scottish Labour,Glasgow,"To ask the Scottish Government what the role is of (a) college senior management teams, (b) college boards, (c) regional boards, (d) the Scottish Funding Council, (e) the Cabinet Secretary for Education and Skills and (f) the Minister for Higher and Further Education in signing off the pay and conditions package of college principals.",TRUE,,,
S6W-28355,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Jackie Dunbar,Scottish National Party,Aberdeen Donside,To ask the Scottish Government how the respiratory syncytial virus (RSV) vaccine programme will engage with the seasonal flu vaccine programme.,TRUE,,,
S6W-28364,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:57Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government what precautionary advice and training is given by the Scottish Fire and Rescue Service to firefighters sent to tackle outbreaks of fire at (a) recycling centres and (b) electronic recycling centres.,TRUE,,,
S6W-28367,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:58Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government what assessment has been made of the impact of fires at (a) recycling plants and (b) electronic recycling plants on the (i) workload and (ii) health of firefighters.,TRUE,,,
S6W-28368,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:58Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government how many type 1 diabetic adults are expected to be started on insulin pumps in NHS Lothian in the 2024-2025 period as a direct result of the recently announced funding of up to £8.8 million for diabetes technology.,TRUE,,,
S6W-28343,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government whether it plans to extend funding for the Homelessness Prevention Fund, administered by the Scottish Federation of Housing Associations.",FALSE,,,
S6W-28345,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government what work is being done to review existing structures surrounding the regulation of private (a) first aid event cover companies and (b) ambulance providers, to ensure that there is sufficient oversight of all first aid providers in Scotland.",FALSE,,,
S6W-28348,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government whether it plans to establish an official body tasked with carrying out regular audits and inspections of private (a) first aid event cover companies and (b) ambulance providers, such as those that exist in both England and Wales.",FALSE,,,
S6W-28352,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government how much it has spent on repair works on the A83 in each financial year since 2016-17.,FALSE,,,
S6W-28361,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what level of pay increase has been awarded to each college principal in each of the last five years.,FALSE,,,
S6W-28360,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:18Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what the average notice period is for a college principal.,FALSE,,,
S6W-28338,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it plans to introduce planning regulations that would allow local authorities to adopt proportionate practices to ensure that the planning system actively supports the delivery of new homes by SMEs.,FALSE,,,
S6W-28362,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,To ask the Scottish Government what its position is on whether there should be trade union representation on the board of Qualifications Scotland.,FALSE,,,
S6W-28359,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government what the pay and rewards package was for all college principals in each of the last five years.,FALSE,,,
S6W-28344,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government whether it will consider bringing forward a consultation on the regulation of private (a) first aid event cover companies and (b) ambulance providers as part of its 2024-25 Programme for Government.,FALSE,,,
S6W-27607,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government, as part of its work to further the case for Scottish independence, whether it has considered holding a citizens' assembly on Scotland's route to independence.",FALSE,,,
S6W-28358,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pauline McNeill,Scottish Labour,Glasgow,To ask the Scottish Government which body is responsible for signing off pay awards for college principals.,FALSE,,,
S6W-28337,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government what action it is taking to enhance the viability of sites available to SMEs for housebuilding, in order to help reduce costs and increase the certainty required to deliver more homes.",FALSE,,,
S6W-28350,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government whether it will publish the report for the 2021 missed emissions target under section 36 of the Climate Change (Scotland) Act 2009 in the first week of September 2024, following its commitment to the Environmental Rights Centre for Scotland that this report would be laid in the Scottish Parliament before summer recess and subsequently saying that it cannot publish the report during the pre-election period, and in light of reports that this report has already been substantially delayed and is critical to understanding how the Scottish Government plans to learn from its failures in order to reach its net zero targets.",FALSE,,,
S6W-28340,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it plans to implement an SME home builder impact assessment across the policy areas that support all-tenure housing delivery.,FALSE,,,
S6W-28339,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it plans to introduce new funding streams and partnerships to support SMEs to build more homes.,FALSE,,,
S6W-28349,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,"To ask the Scottish Government, further to the answer to question S6W-28046 by Neil Gray on 14 June 2024, whether it will provide a breakdown of the £190 million Primary Care Improvement Fund spend in 2023-24.",FALSE,,,"S6W-28046: To ask the Scottish Government, further to the answer to question S6W-24804 by Jenni Minto on 5 February 2024, how much of the £190 million of funding from the Primary Care Improvement Fund in 2023-24 was provided to each NHS board for the development of Community Treatment and Care (CTAC) services."
S6W-28341,2024-07-23T00:00:00Z,NA,2024-06-25T16:44:19Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it plans to classify housing as a separate National Outcome.,FALSE,,,
S6W-28371,2024-07-24T00:00:00Z,NA,2024-06-26T10:56:49Z,Ben Macpherson,Scottish National Party,Edinburgh Northern and Leith,To ask the Scottish Government when the Registrar General for Scotland will publish the next results from the 2022 Census.,FALSE,,,
S6W-28376,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:56Z,Ariane Burgess,Scottish Green Party,Highlands and Islands,"To ask the Scottish Government what measures are being taken to ensure that local authorities provide adequate support to pupils and students with additional support needs in order to prevent the need for parents to appeal to the additional support needs tribunal, particularly in light of the provisions of the United Nations Convention on the Rights of the Child (Incorporation) (Scotland) Act 2024 coming into force on 16 July 2024.",FALSE,,,
S6W-28377,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:56Z,Ariane Burgess,Scottish Green Party,Highlands and Islands,"To ask the Scottish Government what plans it has to support housing associations to retrofit their housing stocks, with the aim of reducing fuel poverty, lowering energy consumption and preventing the occurrence of mould, and how it plans to ensure that any measures are implemented effectively.",FALSE,,,
S6W-28373,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:57Z,Annabelle Ewing,Scottish National Party,Cowdenbeath,"To ask the Scottish Government how it is promoting the Young Carer Grant to those that are eligible for the payment, and whether it has consulted with (a) young carers and (b) other stakeholders on recent public campaigns.",FALSE,,,
S6W-28375,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:57Z,Annabelle Ewing,Scottish National Party,Cowdenbeath,To ask the Scottish Government how many young people it estimates are eligible for the Young Carer Grant in (a) Fife and (b) the Cowdenbeath constituency.,FALSE,,,
S6W-28363,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:57Z,Mark Ruskell,Scottish Green Party,Mid Scotland and Fife,"To ask the Scottish Government, in light of its previous commitment to establish at least one new national park before the end of the current parliamentary session, and the reporter process to do so reportedly needing to be started in summer 2024 in order to be able to deliver any new national parks within this timeframe, when it will make the decision on which region or regions to take forward into the reporter process; when the reporter process will start, and how it will inform the Parliament of any decisions in order for any new national parks to be delivered before May 2026.",FALSE,,,
S6W-28372,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:57Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government what assessment it has made of the recently passed EU Nature Restoration Law and how it intersects with (a) existing Scottish Government policies and (b) its forthcoming biodiversity strategy.,FALSE,,,
S6W-28378,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:57Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government whether it will provide an update on the purpose of discussions held on 12 June 2024 between the Cabinet Secretary for Constitution, External Affairs and Culture and the Chinese Consul General in Scotland, reportedly requested by the latter and granted by the former, in light of an announcement by the City of Edinburgh Council that it is suspending plans for a friendship agreement with a major Taiwanese city.",FALSE,,,
S6W-28369,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:57Z,Foysol Choudhury,Scottish Labour,Lothian,"To ask the Scottish Government how it is working to (a) ensure equal access to community assets for and (b) address the current lack of access faced by organisations serving black and minority ethnic and migrant communities, in light of the important role that a stable venue can play in enabling such groups to effectively provide services.",FALSE,,,
S6W-28365,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:58Z,Katy Clark,Scottish Labour,West Scotland,"To ask the Scottish Government how many fires have occurred at (a) recycling centres and (b) electronic recycling centres in the past five years, broken down by location.",FALSE,,,
S6W-28374,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:58Z,Annabelle Ewing,Scottish National Party,Cowdenbeath,"To ask the Scottish Government, based on the most recent data available, what the uptake is for the Young Carer Grant in (a) Fife and (b) the Cowdenbeath constituency.",FALSE,,,
S6W-27964,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:58Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government, further to its response to the report of the Independent Review of the Skills Delivery Landscape, what steps it has taken to embed consideration of gender in the exercise to be undertaken in summer 2024 to develop a better understanding of the specific skills needed across the country.",FALSE,,,
S6W-27568,2024-07-24T00:00:00Z,NA,2024-06-26T15:48:58Z,Fulton MacGregor,Scottish National Party,Coatbridge and Chryston,To ask the Scottish Government what its position is on whether the Regulation of Legal Services (Scotland) Bill will meet its reported obligations to comply with access to justice requirements under Article 9(4) of the Aarhus Convention before the deadline of 1 October 2024.,FALSE,,,
