event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27713,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:20Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, further to the answer to question S6W-26931 by Jenni Minto on 2 May 2024, what progress it has made towards the implementation of the Mobility and Access Committee for Scotland's transport to health recommendations.",TRUE,hsc,information,"S6W-26931: To ask the Scottish Government, in light of the findings in the Kidney Care UK report, In-centre Dialysis Transport in Scotland, what plans it has to review non-emergency kidney patient transport to and from in-centre dialysis appointments across Scotland."
S6W-27714,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:20Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, further to the answer to question S6W-26929 by Jenni Minto on 2 May 2024, how it is monitoring progress towards the implementation of sections 120 and 121 of the Transport (Scotland) Act 2019 on the duty to have regard to community benefit in non-emergency patient transport contracts, and what assessment it has made of the impact of this duty on meeting the needs of kidney patients who require dialysis.",TRUE,hsc,information,"S6W-26929: To ask the Scottish Government, in light of the findings in the Kidney Care UK report, In-centre Dialysis Transport in Scotland, what steps it is taking to reduce any variation between NHS boards in access to free non-emergency kidney patient transport for all kidney patients, regardless of income, to and from in-centre dialysis appointments."
S6W-27726,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:20Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government what action it will take to investigate any reasons for the standardised mortality ratio reportedly being (a) above the upper warning limit for the Royal Infirmary of Edinburgh and (b) below the lower warning limit for the Western General Hospital, in 2023.",TRUE,quality_indicators,information,
S6W-27712,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:21Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, further to the answer to question S6W-26930 by Jenni Minto on 2 May 2024, when its final transport to health delivery plan will be published.",TRUE,hsc,information,"S6W-26930: To ask the Scottish Government what plans it has to develop a national framework for non-emergency kidney patient transport to and from in-centre dialysis appointments, in light of the findings in the Kidney Care UK report, In-centre Dialysis Transport in Scotland."
S6W-27715,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:21Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government what action it is taking to support GPs and primary care teams to widen access to nature prescriptions.,TRUE,primary_care_gp,information,
S6W-27711,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:22Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, further to the answer to question S6W-26930 by Jenni Minto on 2 May 2024, whether it will publish its draft transport to health delivery plan.",TRUE,hsc,information,"S6W-26930: To ask the Scottish Government what plans it has to develop a national framework for non-emergency kidney patient transport to and from in-centre dialysis appointments, in light of the findings in the Kidney Care UK report, In-centre Dialysis Transport in Scotland."
S6W-27707,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:22Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what role safer drug consumption facilities will play in its work to end new transmission of HIV in Scotland by 2030.,TRUE,cph,information,
S6W-27708,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:22Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what consideration it has given to piloting opt-out HIV and blood borne virus testing in NHS Greater Glasgow and Clyde.,TRUE,cph,information,
S6O-03499,NA,2024-05-29T00:00:00Z,2024-05-22T16:55:22Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what estimate it has made of the total annual cost of alcohol harm in Scotland, including to the NHS and healthcare, in light of the Institute of Alcohol Studies reporting that the annual cost of alcohol harm in England is £27.4 billion, which includes a £4.9 billion cost to the NHS in England.",TRUE,alcohol,information,
S6O-03494,NA,2024-05-29T00:00:00Z,2024-05-22T16:55:22Z,Jeremy Balfour,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government whether it will provide an update on its plans to restart the GP Sustainability Loan Scheme, including by what date it expects to restart the scheme.",TRUE,primary_care_gp,information,
S6O-03492,NA,2024-05-29T00:00:00Z,2024-05-22T16:55:22Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what discussions the health secretary has had with local health and social care partnerships regarding minor injuries units.,TRUE,hsc,information,
S6O-03496,NA,2024-05-29T00:00:00Z,2024-05-22T16:55:23Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government how it plans to reduce any health inequalities, specifically in relation to the uptake of cervical cancer screening appointments.",TRUE,cancer_adult_screening,information,This question has also been sent to the Women's Health and Long Term Conditions team for information.
S6O-03496,NA,2024-05-29T00:00:00Z,2024-05-22T16:55:23Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government how it plans to reduce any health inequalities, specifically in relation to the uptake of cervical cancer screening appointments.",TRUE,women,information,This question has also been sent to the Cancer Adult Screening team for information.
S6O-03495,NA,2024-05-29T00:00:00Z,2024-05-22T16:55:23Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether it will provide an update on what action it is taking to reduce NHS waiting times.,TRUE,waiting_times,information,
S6O-03497,NA,2024-05-29T00:00:00Z,2024-05-22T16:55:24Z,Bob Doris,Scottish National Party,Glasgow Maryhill and Springburn,To ask the Scottish Government what role NHS boards have in the monitoring and minimising of dispensing errors by community pharmacies.,TRUE,prescribing,information,
S6W-27664,2024-06-06T00:00:00Z,NA,2024-05-21T17:25:20Z,Meghan Gallacher,Scottish Conservative and Unionist Party,Central Scotland,To ask the Scottish Government whether it has reimbursed the legal expenses sought by the UK Government regarding its legal challenge of the decision by the UK Government to issue a section 35 order in relation to the Gender Recognition Reform (Scotland) Bill.,FALSE,gic,information,
S6W-27749,2024-06-07T00:00:00Z,NA,2024-05-22T16:52:01Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,To ask the Scottish Government what progress it has made on implementing the recommendations of the Equality and Human Rights Commission (EHRC) Scotland's Housing and Disabled People inquiry.,FALSE,hsc,information,
