event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27383,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government what measures it is taking to promote coordination between schools and mental health services.,TRUE,,,
S6W-27385,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government whether it will consider amending the provisions in the Civic Government (Scotland) Act 1982 in relation to the licensing and regulation of taxis in order to make the provision of a card payment facility mandatory, in light of reported concerns regarding the inconvenience that cash-only operations can cause to passengers and the potential impact on the efficient operation of taxi ranks.",TRUE,,,
S6W-27366,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:56Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, further to the answer to question S6W-21549 by Jenni Minto on 3 October 2023, what progress NHS boards have made on implementing the Scottish Health Technologies Group (SHTG) recommendations, published on 23 March 2023, requiring access to placental growth factor (PlGF) based tests as part of maternity care.",TRUE,,,S6W-21549: To ask the Scottish Government what action it is taking to improve understanding of pre-eclampsia among (a) the public and (b) health professionals.
S6W-27391,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:45Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what engagement it has had with patient representatives, including Coeliac UK, regarding the reported challenge of the underdiagnosis of coeliac disease.",TRUE,,,
S6W-27440,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:46Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government whether it will provide an update on progress towards implementing the Women's Health Plan since the Second Annual Report on Progress was published in January 2024.,TRUE,,,
S6W-27392,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:46Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what progress has been made towards the adoption of a single clinical pathway for coeliac disease.,TRUE,,,
S6W-27377,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:48Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government what action it is taking to ensure that standard prosecution reports (SPRs) fully address the views of domestic abuse victims on any (a) court proceedings, (b) bail conditions and (c) non-harassment orders, and that the reasons for such domestic abuse victims’ views are fully explored and described, by both the (i) Crown Office and Procurator Fiscal Service and (ii) Police Scotland, in appropriate and accurate language.",TRUE,,,
S6W-27399,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:49Z,Russell Findlay,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it will provide details of any drug-free wings within the Scottish Prison Service estate.,TRUE,,,
S6W-27435,2024-05-28T00:00:00Z,NA,2024-05-10T15:36:49Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government whether it has made any recent assessment with clinicians of the effectiveness of BMI as an indicator of health, especially in relation to the diagnosis of eating disorders.",TRUE,,,
S6W-27487,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government whether it is aware of any so-called postcode lottery in accessing diabetes technologies in different NHS board areas, and, if so, whether it will provide details of this.",TRUE,,,
S6W-27488,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government whether it has any plans to provide NHS boards with any additional funding towards the roll-out of new diabetes technologies in 2024-25, and, if so, whether it will provide details of this.",TRUE,,,
S6W-27484,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether it will provide an update on what it is doing to encourage widening access to diabetes technology for people living with (a) type 1 and (b) type 2 diabetes.,TRUE,,,
S6W-27498,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what support is available to veterans to meet the costs of dental care and treatment.,TRUE,,,
S6W-27490,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government what its position is on Diabetes UK’s call for new national targets to aim for 100% of children and 70% of adults with type 1 diabetes to be using hybrid closed loop technology by 2030, as set out in its report, Diabetes Tech Can’t Wait.",TRUE,,,
S6W-27496,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government whether it will provide an update on what help is available to support veterans and armed forces personnel to seek out and engage with public or third sector-provided services, such as services relating to health and housing, which they may be hesitant to engage with due to fear of perceived stigma.",TRUE,,,
S6W-27464,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what progress has been made on improving the training and skills of staff providing miscarriage care, in light of the Miscarriage Care and Facilities in Scotland: Scoping Report National Overview, which found variation across NHS boards.",TRUE,,,
S6W-27491,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government how many people currently diagnosed with type 1 diabetes have made requests to their NHS board to access hybrid closed loop systems, broken down by NHS board.",TRUE,,,
S6W-27480,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it will provide an update on when it will publish its Human Rights Bill to bring four international human rights treaties into law in Scotland and introduce a new right to a healthy environment.,TRUE,,,
S6W-27489,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government what percentage of people diagnosed with type 1 diabetes are currently using (a) insulin pumps, (b) continuous or flash glucose monitors and (c) hybrid closed loop systems, broken down by NHS board area.",TRUE,,,
S6W-27485,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, in light of the recently published SIGN guidance on Optimising glycaemic control in people with type 1 diabetes, what actions it will take to ensure similar access is made available for patients with type 2 diabetes.",TRUE,,,
S6W-27202,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:03Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,"To ask the Scottish Government, following the Parliament's agreement of the Scottish Budget in each of the last five years, on what date NHS boards (a) were advised of their individual budget allocations and (b) received their settlement for the next year.",TRUE,,,
S6W-27201,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:04Z,Finlay Carson,Scottish Conservative and Unionist Party,Galloway and West Dumfries,To ask the Scottish Government whether the increase in the National Living Wage from 1 April 2024 will result in an uplift for the Community Pharmacy Scotland financial settlement from the same date.,TRUE,,,
S6W-27497,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:04Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government what mandatory support and training is in place for workers in (a) NHS Scotland and (b) local authorities to ensure that they are equipped to meet the complex needs of veterans.,TRUE,,,
S6W-27483,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:04Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether it will provide an update on its plans to improve access to real-time continuous glucose monitoring (rt-CGM) systems for people living with (a) type 1 and (b) type 2 diabetes.,TRUE,,,
S6W-27495,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:04Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government whether it will provide an update on what steps it is taking to address any stigma associated with veterans' mental health.,TRUE,,,
S6W-27462,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:04Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government for what reason wellbeing economy has been removed from the title of the Cabinet Secretary for Economy and Gaelic.,TRUE,,,
S6W-27493,2024-05-29T00:00:00Z,NA,2024-05-13T17:03:05Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government what assessment it has made of (a) any increasing risk from drug resistant and untreatable infections and (b) preparedness plans to deal with this.,TRUE,,,
S6T-01985,2024-05-14T00:00:00Z,2024-05-14T00:00:00Z,2024-05-13T16:32:17Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government what its response is to the recent BMA Scotland survey, which found that 30 GP practices consider their position to be ""precarious"" following the pausing of the GP Sustainability Loan Scheme.",TRUE,,,
S6F-03123,2024-05-16T00:00:00Z,2024-05-16T00:00:00Z,2024-05-13T16:24:34Z,Bob Doris,Scottish National Party,Glasgow Maryhill and Springburn,"To ask the First Minister whether he will provide an update on any risks presented by whooping cough in Scotland, in light of reports of increased infection rates and infant deaths in the UK.",TRUE,,,
S6W-27360,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:54Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government how many police officers (a) were offered and (b) accepted voluntary redundancy following the reported announcement of station closures in Edinburgh and the Lothians.,FALSE,,,
S6W-27361,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government how many (a) police officers of all ranks and (b) civilian staff (i) were offered and (ii) accepted the option of compulsory redundancy following the reported announcement of police station closures in Edinburgh and the Lothians.,FALSE,,,
S6W-27367,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what barriers there have been to the implementation of placental growth factor (PlGF)-based tests, and what action it is taking to resolve any such barriers.",FALSE,,,
S6W-27386,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Sarah Boyack,Scottish Labour,Lothian,"To ask the Scottish Government which minister will take decisions on any matters relating to the Constitution, External Affairs and Culture portfolio that the Cabinet Secretary for Constitution, External Affairs and Culture has recused himself from.",FALSE,,,
S6W-27364,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government how many complaints to public bodies related to non-crime hate incidents have been received since the Hate Crime and Public Order (Scotland) Act 2021 was passed, broken down by parliamentary region.",FALSE,,,
S6W-27379,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what discussions (a) the Cabinet Secretary for Transport and (b) her officials have had with (i) ScotRail, (ii) Transport for Edinburgh and (c) bus operators regarding preparations for the upcoming Taylor Swift concert in Edinburgh.",FALSE,,,
S6W-27239,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Mark Ruskell,Scottish Green Party,Mid Scotland and Fife,"To ask the Scottish Government, further to the answer to question S6W-23523 by Angela Constance on 11 December 2023, whether it will be publishing an evaluation report on Police Scotland’s pilot of the Digital Evidence Sharing Capability (DESC) Programme in Dundee.",FALSE,,,S6W-23523: To ask the Scottish Government whether it will provide an update on when Police Scotland will introduce a National Dashcam Safety Portal.
S6W-27382,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government, further to the answer to question S6W-18553 by Emma Roddick on 14 June 2023, whether it has since received the initial findings, and whether it will publish these in due course.",FALSE,,,S6W-18553: To ask the Scottish Government whether it will provide an update on the commissioning of research into the so-called Tinker Experiment.
S6W-27373,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,"To ask the Scottish Government, further to the answer to question S6W-26962 by Natalie Don on 2 May 2024, whether it has considered reviewing its funded early learning and childcare eligibility guidance to include multiples.",FALSE,,,S6W-26962: To ask the Scottish Government whether parents of multiples aged two years old qualify for funded early learning and childcare under exceptional circumstances.
S6W-27371,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government whether it will engage with the Invictus Games Foundation regarding a potential bid to host the 2029 or 2031 iteration of the Invictus Games in Glasgow.,FALSE,,,
S6W-27384,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government how the provisions in the Housing (Scotland) Bill will aim to ensure that landlords keep their properties habitable and well ventilated.,FALSE,,,
S6W-27347,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Foysol Choudhury,Scottish Labour,Lothian,To ask the Scottish Government whether it has assessed the impact of the reductions in the number of police officers since 2008 on the force’s ability to respond to reports of a crime.,FALSE,,,
S6W-27372,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Sharon Dowey,Scottish Conservative and Unionist Party,South Scotland,"To ask the Scottish Government, further to the answer to question S6W-22266 by Paul McLennan on 16 October 2023, how much of the £500,000 domestic abuse pilot fund has been distributed to date.",FALSE,,,S6W-22266: To ask the Scottish Government whether it will provide an update on the domestic abuse fund that will provide financial support to women to leave an abusive partner.
S6W-27242,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Mark Ruskell,Scottish Green Party,Mid Scotland and Fife,To ask the Scottish Government what recent correspondence it has had with Glasgow City Council regarding the impact of its Low Emission Zone (LEZ) scheme in reducing emissions from private car use and improving air quality levels.,FALSE,,,
S6W-27369,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what proportion of alleged hate crimes reported since the commencement of the Hate Crime and Public Order (Scotland) Act 2021 have been successfully prosecuted.,FALSE,,,
S6W-27374,2024-05-23T00:00:00Z,NA,2024-05-09T16:24:55Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government when it anticipates that its Vacant and Derelict Land Investment Programme (VDLIP), based on the current trend, will have brought all 848 hectares of vacant and derelict land across the 619 sites in Glasgow back into productive use.",FALSE,,,
