event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27906,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:57Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what assurances it can provide that the delivery of payments from the Scottish Infected Blood Support Scheme will be unaffected by the announcement that a new body, the Infected Blood Compensation Authority, has been established.",TRUE,cph,information,
S6W-27865,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:58Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government, further to the answer to question S6W-16651 by Maree Todd on 21 April 2023, whether it will provide an update on whether it has commenced the recruitment for the additional roles to ensure that every GP practice has access to a mental health and wellbeing service, and, if so, how many have been recruited, and what training is in place for them.",TRUE,nes_wf,information,"S6W-16651: To ask the Scottish Government whether it is on track to deliver its 2021-22 Programme for Government commitment that by 2026, every GP practice will have access to a mental health and wellbeing service.  Please note, this question has also been sent to the Primary care GP and Mental health and service access teams for information."
S6W-27865,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:58Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government, further to the answer to question S6W-16651 by Maree Todd on 21 April 2023, whether it will provide an update on whether it has commenced the recruitment for the additional roles to ensure that every GP practice has access to a mental health and wellbeing service, and, if so, how many have been recruited, and what training is in place for them.",TRUE,primary_care_gp,information,"S6W-16651: To ask the Scottish Government whether it is on track to deliver its 2021-22 Programme for Government commitment that by 2026, every GP practice will have access to a mental health and wellbeing service.  Please note, this question has also been sent to the NES Workforce and Mental health and service access teams for information."
S6W-27865,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:58Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government, further to the answer to question S6W-16651 by Maree Todd on 21 April 2023, whether it will provide an update on whether it has commenced the recruitment for the additional roles to ensure that every GP practice has access to a mental health and wellbeing service, and, if so, how many have been recruited, and what training is in place for them.",TRUE,mhsa,information,"S6W-16651: To ask the Scottish Government whether it is on track to deliver its 2021-22 Programme for Government commitment that by 2026, every GP practice will have access to a mental health and wellbeing service.  Please note, this question has also been sent to the NES Workforce and Primary care GP teams for information."
S6W-27965,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Liam McArthur,Scottish Liberal Democrats,Orkney Islands,"To ask the Scottish Government whether the 2018 GP contract, which moved vaccination services from the remit of GPs to NHS boards, means that emergency vaccinations for tetanus and other conditions can no longer be provided in GP surgeries.",TRUE,cph,information,
S6W-27959,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Oliver Mundell,Scottish Conservative and Unionist Party,Dumfriesshire,"To ask the Scottish Government whether it has received a business case regarding the provision of diabetes technology, and, if so, when it plans to make a decision.",TRUE,prescribing,information,
S6W-27967,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government for what reason it does not publish data on the coverage of fracture liaison services in each NHS board, including information on how they are performing.",TRUE,waiting_times,information,
S6W-27953,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Stephanie Callaghan,Scottish National Party,Uddingston and Bellshill,"To ask the Scottish Government what steps it is taking to (a) prevent severe topical steroid withdrawal (TSW) reactions that can result from long-term use of topical steroid treatments, (b) monitor and review the prescribing of topical corticosteroids on the NHS and (c) consider a four-nation approach to include TSW in the MedDRA clinical coding system.",TRUE,prescribing,information,
S6F-03209,2024-06-06T00:00:00Z,2024-06-06T00:00:00Z,2024-06-03T14:04:31Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the First Minister how the Scottish Government will prevent further GP practice closures, in light of reports that the number of surgeries has declined in every NHS board since 2015.",TRUE,primary_care_gp,information,
S6W-27971,2024-06-17T00:00:00Z,NA,2024-06-03T16:45:12Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what its response is to the recent Water Safety Scotland finding that 39 suicide suspected fatalities at or near water occurred in 2023, which is an increase from previous years.",TRUE,mhsa,information,
S6W-27989,2024-06-17T00:00:00Z,NA,2024-06-03T16:45:12Z,Oliver Mundell,Scottish Conservative and Unionist Party,Dumfriesshire,To ask the Scottish Government whether the new funding announced for diabetes technology will be ringfenced.,TRUE,prescribing,information,
S6W-27968,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:57Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government, in light of its commitment to do so in April 2023, whether it still plans to carry out and publish an audit of fracture liaison services, and, if so, when it will commence such an audit.",FALSE,waiting_times,information,
