event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28260,2024-07-18T00:00:00Z,NA,2024-06-20T16:03:06Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government how much time, on average, it takes for a student midwife to be repaid for any expenses incurred on clinical placements, and what action it is taking to decrease this.",TRUE,nes_wf,information,
S6W-28261,2024-07-18T00:00:00Z,NA,2024-06-20T16:03:07Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what its response is to the Scotland Student Midwives Finance Report, published by the Royal College of Midwives.",TRUE,nes_wf,information,
S6W-28265,2024-07-18T00:00:00Z,NA,2024-06-20T16:03:08Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government whether it plans to undertake a review of the regulation of the audiology workforce, and, if so, whether it will provide details of this.",TRUE,nes_wf,information,
S6W-28271,2024-07-18T00:00:00Z,NA,2024-06-20T16:03:08Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government whether it will provide a breakdown of the cost to the public of producing the report, Scottish Government Pain Management Panel: Report on Phase 2 of engagement with the panel, regarding chronic pain information compiled by The Lines Between, which was the private firm commissioned by the Scottish Government.",TRUE,waiting_times,information,
S6W-28266,2024-07-18T00:00:00Z,NA,2024-06-20T16:03:09Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what information it has on how many audiology health professionals in Scotland are registered with the Academy for Healthcare Science (AHCS).,TRUE,nes_wf,review,
S6W-28304,2024-07-19T00:00:00Z,NA,2024-06-21T16:01:08Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it will consider extending the provisions of the Health and Care (Staffing) (Scotland) Act 2019 to cover volunteers in the NHS.,TRUE,nes_wf,information,
S6W-28303,2024-07-19T00:00:00Z,NA,2024-06-21T16:01:09Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government how many of its residential rehab treatments exceed 12 weeks.,TRUE,drugs,review,This question has also been sent to the Alcohol and tobacco team for review.
S6W-28303,2024-07-19T00:00:00Z,NA,2024-06-21T16:01:09Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government how many of its residential rehab treatments exceed 12 weeks.,TRUE,alcohol,review,This question has also been sent to the drugs team for review.
S6W-28321,2024-07-22T00:00:00Z,NA,2024-06-24T16:46:19Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, in light of the recently published Royal College of Emergency Medicine (RCEM) Scotland report on crowding in hospitals, whether it will increase the number of general and acute beds within hospitals so that occupancy is at 85% maximum.",TRUE,quality_indicators,information,
S6W-28322,2024-07-22T00:00:00Z,NA,2024-06-24T16:46:19Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what the occupancy rate of (a) general and (b) acute beds in hospitals has been in each of the last 12 months, also broken down by (i) NHS board and (ii) hospital.",TRUE,quality_indicators,review,This question has also been sent to the waiting times team for review.
