event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28496,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:42Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government what discussions it has had with NHS boards regarding the potential integration of new health technology platforms.,TRUE,,,
S6W-28491,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:42Z,Foysol Choudhury,Scottish Labour,Lothian,"To ask the Scottish Government, in light of the housing emergency, what action it is taking to ensure that child refugees arriving in Scotland through family reunification (a) have access to suitable housing and (b) are not required to present as homeless and stay in temporary accommodation for extended periods.",TRUE,,,
S6W-28492,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:42Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government what its position is on NHS boards registering with the Apple Health platform.,TRUE,,,
S6W-28497,2024-08-02T00:00:00Z,NA,2024-07-05T09:41:30Z,Emma Harper,Scottish National Party,South Scotland,To ask the Scottish Government when ministers will be in a position to provide an update to the Parliament on the work of the Chief Medical Officer’s office to review the recommendations of the Cass Review and its implications for Scotland.,TRUE,,,
S6W-28479,2024-08-01T00:00:00Z,NA,2024-07-04T09:32:42Z,Gordon MacDonald,Scottish National Party,Edinburgh Pentlands,To ask the Scottish Government when it will publish its response to the Scottish Local Authority Remuneration Commission report on councillor pay.,FALSE,,,
S6W-28489,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:34Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how many meetings the Cabinet Secretary for Education and Skills held, between 1 April and 22 May 2024, to discuss its guidance on mobile phones in schools, and what the outcomes were of any such meetings.",FALSE,,,
S6W-28494,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:36Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government whether fire safety is assessed when considering whether to consent to grid-scale battery energy storage system projects in Scotland.,FALSE,,,
S6W-28480,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:36Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government what discussions it has had with teaching organisations regarding increasing the timetabling of computing science at Higher level, and what the outcomes were of any such discussions.",FALSE,,,
S6W-28485,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:37Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government whether it will provide an update on when it will publish its response to the Independent Review of Qualifications and Assessment.,FALSE,,,
S6W-28490,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:38Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how many meetings the Cabinet Secretary for Education and Skills held, between 1 April and 22 May 2024, to discuss its action plan on behaviour in schools, and what the outcomes were of any such meetings.",FALSE,,,
S6W-28477,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:38Z,Mark Ruskell,Scottish Green Party,Mid Scotland and Fife,To ask the Scottish Government what discretion exists for bus service operators to charge booking fees to passengers making journeys under concessionary travel schemes.,FALSE,,,
S6W-28488,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:39Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government whether it had (a) completed all the work required to produce and (b) finalised a draft action plan on behaviour in schools, prior to the commencement of the purdah period for the 2024 General Election.",FALSE,,,
S6W-28486,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:40Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how many meetings the Cabinet Secretary for Education and Skills held, between 1 April and 22 May 2024, to discuss the Independent Review of Qualifications and Assessment, and what the outcomes were of any such meetings.",FALSE,,,
S6W-28481,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:42Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government how many discussions it has had with teaching organisations regarding its plans to deliver a national digital academy in 2024, and what the outcomes were of any such discussions.",FALSE,,,
S6W-28495,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:42Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government what discussions it has had with the UK Government regarding the regulatory framework for the safety of grid-scale battery energy storage systems in Scotland and the extent to which fire safety should be included.,FALSE,,,
S6W-28483,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:43Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government how many computing science teachers it expects will be recruited in 2024.,FALSE,,,
S6W-28482,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:43Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,To ask the Scottish Government in what way any technological and connectivity restrictions have impacted its ability to deliver its planned national digital academy.,FALSE,,,
S6W-28484,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:43Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government whether it had (a) completed all the work required to produce and (b) finalised its guidance on mobile phones in schools, prior to the commencement of the purdah period for the 2024 General Election.",FALSE,,,
S6W-28493,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:43Z,Katy Clark,Scottish Labour,West Scotland,To ask the Scottish Government whether it plans to introduce guidance on whether fire safety requirements set in building regulations apply to grid-scale battery energy storage systems.,FALSE,,,
S6W-28487,2024-08-01T00:00:00Z,NA,2024-07-04T16:02:44Z,Liam Kerr,Scottish Conservative and Unionist Party,North East Scotland,"To ask the Scottish Government whether it had (a) completed all the work required to produce and (b) finalised a draft response to the Independent Review of Qualifications and Assessment, prior to the commencement of the purdah period for the 2024 General Election.",FALSE,,,
