event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28609,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what its position is on whether resources to support alcohol dependence recovery should match those allocated to drug addiction harm reduction services, and what measures it will take to ensure that alcohol dependence recovery receives adequate attention and resources.",TRUE,,,
S6W-28668,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Fergus Ewing,Scottish National Party,Inverness and Nairn,"To ask the Scottish Government for what reason, according to the latest information in March 2024, the Permanent Secretary to the Scottish Government earns a salary of £170,000 to £174,999 per annum, while the Director-General for Health and Social Care earns a salary of £190,000 to £194,999, and whether it will publish all (a) memos, (b) documents and (c) internal reports that justify the award of a higher sum to a less senior civil servant.",TRUE,,,
S6W-28617,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, regarding the Public Health Scotland Interim monitoring report on statutory-funded residential rehabilitation placements, how many rehabilitation placements were successfully completed in the reported period, and whether it will provide the (a) names and (b) types of the organisations involved.",TRUE,,,
S6W-28618,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:50Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government whether Ward 5 receives funding directly from the Alcohol and Drug Partnerships (ADPs), at an average cost of £15,012 per person, and, if this is the case, for what reason the funding is not being provided to NHS Ayrshire and Arran.",TRUE,,,
S6W-28613,2024-08-20T00:00:00Z,NA,2024-07-23T16:07:51Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, in light of the Public Health Scotland's Interim monitoring report on statutory-funded residential rehabilitation placements, what assessment it has made of whether there are currently any geographic disparities in the provision of rehabilitation beds; what steps it is taking to increase the number of rehabilitation beds, and how it can ensure that they are evenly distributed across all regions.",TRUE,,,
S6W-28721,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:46Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what steps have been taken to reduce waiting lists for a kidney transplant.,TRUE,,,
S6W-28700,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how many graduate nurses have been employed by NHS Scotland in 2024, broken down by (a) NHS board and (b) speciality.",TRUE,,,
S6W-28696,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Paul Sweeney,Scottish Labour,Glasgow,To ask the Scottish Government whether it will engage with the Ministry of Defence to explore greater collaboration with NHS Scotland to improve the provision of dental services to armed forces personnel based in Scotland.,TRUE,,,
S6W-28713,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how many university places have been available for medical students who are (a) Scotland-domiciled, (b) from the rest of the UK and (c) from overseas, in each of the last 10 years.",TRUE,,,
S6W-28703,2024-08-21T00:00:00Z,NA,2024-07-24T15:57:47Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what the estimated number of vacancies is for (a) paediatric and (b) neonatal nurses in NHS Scotland, broken down by NHS board, and what the vacancy rate was in each of the last five years.",TRUE,,,
