event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28116,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:17Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, further to the answer to question S6W-25831 by Jenni Minto on 11 March 2024, whether the development of specialist community perinatal mental health services includes provision for bereavement suites in maternity wards.",TRUE,preg_birth_child,information,"This question has also been send to the Mental Health and Service Access team for information. S6W-25831: To ask the Scottish Government what action it has taken to (a) investigate any reasons for traumatic birth and (b) reduce the rate of birth trauma, in light of reported research stating that approximately 4% to 5% of women develop post-traumatic stress disorder (PTSD) after giving birth."
S6W-28116,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:17Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, further to the answer to question S6W-25831 by Jenni Minto on 11 March 2024, whether the development of specialist community perinatal mental health services includes provision for bereavement suites in maternity wards.",TRUE,mhsa,information,"This question has also been send to the Pregnancy, Birth and Child Health team for information. S6W-25831: To ask the Scottish Government what action it has taken to (a) investigate any reasons for traumatic birth and (b) reduce the rate of birth trauma, in light of reported research stating that approximately 4% to 5% of women develop post-traumatic stress disorder (PTSD) after giving birth."
S6W-28109,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:18Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether it is planning to implement minimum standards of psychosocial care to ensure that all patients living with chronic kidney disease receive equal access to the care that they need, regardless of geography.",TRUE,mhsa,information,This question has also been send to the Scottish National Audit Programme team for information.
S6W-28109,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:18Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government whether it is planning to implement minimum standards of psychosocial care to ensure that all patients living with chronic kidney disease receive equal access to the care that they need, regardless of geography.",TRUE,snap,information,This question has also been send to the Mental Health and Service Access team for information.
S6W-28115,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:18Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, further to the answer to question S6W-26234 by Maree Todd on 15 April 2024, whether it can provide details of its work in implementing the recommendations relating to bereavement in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health (SP Paper 104), which was published on 8 February 2022.",TRUE,preg_birth_child,information,"This question has also been send to the Mental Health and Service Access team for information. S6W-26234: To ask the Scottish Government what advances in training on perinatal mental health have been made following the recommendations made in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health (SP Paper 104), which was published on 8 February 2022."
S6W-28115,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:18Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, further to the answer to question S6W-26234 by Maree Todd on 15 April 2024, whether it can provide details of its work in implementing the recommendations relating to bereavement in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health (SP Paper 104), which was published on 8 February 2022.",TRUE,mhsa,information,"This question has also been send to the Pregnancy, Birth and Child Health team for information. S6W-26234: To ask the Scottish Government what advances in training on perinatal mental health have been made following the recommendations made in the Health, Social Care and Sport Committee's 1st Report, 2022 (Session 6), Inquiry into perinatal mental health (SP Paper 104), which was published on 8 February 2022."
S6W-28110,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:18Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government, in light of preliminary data collected by Kidney Care UK, which currently suggests that there is a severe lack of designated psychosocial support for adults and children with kidney disease in Scotland, what steps it is taking to improve NHS psychosocial support provision for people with chronic kidney disease.",TRUE,mhsa,information,This question has also been send to the Scottish National Audit Programme team for information.
S6W-28110,2024-06-25T00:00:00Z,NA,2024-06-11T17:05:18Z,Sandesh Gulhane,Scottish Conservative and Unionist Party,Glasgow,"To ask the Scottish Government, in light of preliminary data collected by Kidney Care UK, which currently suggests that there is a severe lack of designated psychosocial support for adults and children with kidney disease in Scotland, what steps it is taking to improve NHS psychosocial support provision for people with chronic kidney disease.",TRUE,snap,information,This question has also been send to the Mental Health and Service Access team for information.
S6O-03601,NA,2024-06-19T00:00:00Z,2024-06-12T16:31:51Z,Bob Doris,Scottish National Party,Glasgow Maryhill and Springburn,"To ask the Scottish Government whether it will provide an update on the levels of uptake for baby and child immunisation programmes, including any emerging trends.",TRUE,preg_birth_child,information,
S6O-03610,NA,2024-06-20T00:00:00Z,2024-06-12T16:31:51Z,Russell Findlay,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government what assessment it has made of the provision of emergency homeless accommodation in the West Scotland region.,TRUE,hsc,information,
S6O-03599,NA,2024-06-19T00:00:00Z,2024-06-12T16:31:51Z,Monica Lennon,Scottish Labour,Central Scotland,To ask the Scottish Government whether it will proceed with its reported plans to downgrade the Neonatal Intensive Care Unit at University Hospital Wishaw.,TRUE,preg_birth_child,information,
S6O-03600,NA,2024-06-19T00:00:00Z,2024-06-12T16:31:51Z,Gordon MacDonald,Scottish National Party,Edinburgh Pentlands,To ask the Scottish Government what assessment it has made of the impact of inflation on health and social care services in Scotland.,TRUE,hsc,information,
S6O-03597,NA,2024-06-19T00:00:00Z,2024-06-12T16:31:52Z,Edward Mountain,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government, in light of reports that capital expenditure work has now been stopped at Raigmore Hospital, when it will publish its plan for the Moray maternity services redesign.",TRUE,preg_birth_child,information,
S6O-03598,NA,2024-06-19T00:00:00Z,2024-06-12T16:31:52Z,Alasdair Allan,Scottish National Party,Na h-Eileanan an Iar,To ask the Scottish Government what it is doing to improve local access to medical treatments within island communities.,TRUE,primary_care_gp,information,
S6O-03602,NA,2024-06-19T00:00:00Z,2024-06-12T16:31:52Z,Alex Rowley,Scottish Labour,Mid Scotland and Fife,To ask the Scottish Government what action it is taking to ensure that scheduled care transport provided by the Scottish Ambulance Service is accessible to all patients who need it.,TRUE,unsched,information,
