event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27917,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:56Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government when it last met with (a) the City of Edinburgh Council and (b) other partners to discuss the housing emergency, and whether it discussed the provision of additional (i) financial, (ii) regulatory and (iii) planning support to alleviate the impact on residents.",TRUE,,,
S6W-27906,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:57Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government what assurances it can provide that the delivery of payments from the Scottish Infected Blood Support Scheme will be unaffected by the announcement that a new body, the Infected Blood Compensation Authority, has been established.",TRUE,,,
S6W-27924,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:57Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government whether it plans to publish a housing emergency action plan, backed by regulatory and financial resources, before the end of 2024.",TRUE,,,
S6W-27922,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:57Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what discussions it has had with (a) NHS Lothian, (b) the City of Edinburgh Council and (c) other relevant authorities regarding the reports of non-surgical Brazilian Butt Lift (BBL) procedures taking place in the city, which led to the local authority issuing a public warning on 25 April 2024.",TRUE,,,
S6W-27865,2024-06-13T00:00:00Z,NA,2024-05-30T15:53:58Z,Alex Cole-Hamilton,Scottish Liberal Democrats,Edinburgh Western,"To ask the Scottish Government, further to the answer to question S6W-16651 by Maree Todd on 21 April 2023, whether it will provide an update on whether it has commenced the recruitment for the additional roles to ensure that every GP practice has access to a mental health and wellbeing service, and, if so, how many have been recruited, and what training is in place for them.",TRUE,,,"S6W-16651: To ask the Scottish Government whether it is on track to deliver its 2021-22 Programme for Government commitment that “by 2026, every GP practice will have access to a mental health and wellbeing service”."
S6W-27941,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what support it provides to (a) local authorities and (b) community organisations for the provision of allotments, in light of the reported waiting times in Edinburgh and across Scotland.",TRUE,,,
S6W-27965,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Liam McArthur,Scottish Liberal Democrats,Orkney Islands,"To ask the Scottish Government whether the 2018 GP contract, which moved vaccination services from the remit of GPs to NHS boards, means that emergency vaccinations for tetanus and other conditions can no longer be provided in GP surgeries.",TRUE,,,
S6W-27959,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Oliver Mundell,Scottish Conservative and Unionist Party,Dumfriesshire,"To ask the Scottish Government whether it has received a business case regarding the provision of diabetes technology, and, if so, when it plans to make a decision.",TRUE,,,
S6W-27949,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government, in light of the statement by the Cabinet Secretary for Wellbeing Economy, Net Zero and Energy on 18 April 2024, what measures will be included in its timeline for implementing demand management as part of its route map to 20% reduction in car km; whether road pricing will be included as one of these measures, and what discussions it has had with the UK (i) Government and (ii) Office of the Leader of the Opposition regarding the implementation of such measures across the UK.",TRUE,,,
S6W-27967,2024-06-14T00:00:00Z,NA,2024-05-31T16:19:56Z,Pam Duncan-Glancy,Scottish Labour,Glasgow,"To ask the Scottish Government for what reason it does not publish data on the coverage of fracture liaison services in each NHS board, including information on how they are performing.",TRUE,,,
