event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6F-03107,2024-05-09T00:00:00Z,2024-05-09T00:00:00Z,2024-05-07T11:04:03Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,To ask the First Minister whether he will provide an update on the Scottish Government's progress towards its target to increase the number of residential rehabilitation beds in Scotland to 650 by 2026.,TRUE,drugs,information,"This question has also been sent to the Quality Indicators team for information, and the Scottish National Audit Programme team for information."
S6F-03107,2024-05-09T00:00:00Z,2024-05-09T00:00:00Z,2024-05-07T11:04:03Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,To ask the First Minister whether he will provide an update on the Scottish Government's progress towards its target to increase the number of residential rehabilitation beds in Scotland to 650 by 2026.,TRUE,quality_indicators,information,"This question has also been sent to the Drugs team for information, and the Scottish National Audit Programme team for information."
S6F-03107,2024-05-09T00:00:00Z,2024-05-09T00:00:00Z,2024-05-07T11:04:03Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,To ask the First Minister whether he will provide an update on the Scottish Government's progress towards its target to increase the number of residential rehabilitation beds in Scotland to 650 by 2026.,TRUE,snap,information,"This question has also been sent to the Quality Indicators team for information, and the Drugs team for information."
S6F-03103,2024-05-09T00:00:00Z,2024-05-09T00:00:00Z,2024-05-07T11:04:03Z,Alexander Stewart,Scottish Conservative and Unionist Party,Mid Scotland and Fife,"To ask the First Minister what the Scottish Government's response is to reports that Scotland has the highest suicide rate in the UK, with young men being three times more likely to die than women.",TRUE,mhsa,information,
S6W-27304,2024-05-21T00:00:00Z,NA,2024-05-07T16:24:40Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government how it will support NHS boards, in light of NHS Highland reportedly stating that it is no longer able to provide its pilot service for attention deficit hyperactivity disorder (ADHD) assessment and treatment due to the ending of the Mental Health Recovery and Renewal Fund.",TRUE,hsc,information,This question has also been sent to the Mental Health and Service Access team for information.
S6W-27304,2024-05-21T00:00:00Z,NA,2024-05-07T16:24:40Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government how it will support NHS boards, in light of NHS Highland reportedly stating that it is no longer able to provide its pilot service for attention deficit hyperactivity disorder (ADHD) assessment and treatment due to the ending of the Mental Health Recovery and Renewal Fund.",TRUE,mhsa,information,This question has also been sent to the Health and Social Care team for information.
S6W-27303,2024-05-21T00:00:00Z,NA,2024-05-07T16:24:41Z,Foysol Choudhury,Scottish Labour,Lothian,"To ask the Scottish Government how it has monitored the implementation of the Hospital Based Complex Clinical Care guidance, published in 2015, including in particular the monitoring of discharging patients in consultation with the patient, family and carers.",TRUE,quality_indicators,information,
S6O-03449,NA,2024-05-16T00:00:00Z,2024-05-08T16:05:14Z,Kate Forbes,Scottish National Party,"Skye, Lochaber and Badenoch","To ask the Scottish Government what it is doing to ensure that NHS Highland implements the recommendations of Sir Lewis Ritchie's report, following his expert review of healthcare provision for the north of Skye.",TRUE,quality_indicators,information,
S6W-27334,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:40Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government for what reason it did not renew its Mental Health Recovery and Renewal Fund for 2024-25.,TRUE,mhsa,information,
S6W-27333,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:40Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,To ask the Scottish Government whether it will provide details of how funding from the Mental Health Recovery and Renewal Fund was distributed to NHS boards in each year since it was established.,TRUE,mhsa,information,
S6W-27355,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:40Z,Willie Rennie,Scottish Liberal Democrats,North East Fife,"To ask the Scottish Government what progress it made on creating the 152 extra doctor training places in 2023 that it announced in November 2022; how many additional trainee doctors were recruited into each speciality in 2023, and whether it will maintain or increase the number of training places in 2024.",TRUE,nes_wf,information,
S6W-27322,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:40Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government, further to the answer to question S6W-16374 by Michael Matheson on 17 April 2023, for what reason it does not monitor the number of Golden Hello payments made to GPs.",TRUE,primary_care_gp,information,"S6W-16374: To ask the Scottish Government how many payments have been offered to GPs as part of the Golden Hello Scheme in each year since 2007, also broken down by NHS board."
S6W-27323,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:40Z,Tim Eagle,Scottish Conservative and Unionist Party,Highlands and Islands,"To ask the Scottish Government whether NHS boards are required to inform it of the number of Golden Hello payments that are made to GPs in each financial year, and, if so, whether it will provide details of this.",TRUE,primary_care_gp,information,
S6W-27349,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:41Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it will provide an update on what steps are being taken to increase the (a) recruitment and (b) retention of NHS dentists.,TRUE,nes_wf,information,This question has also been sent to the Primary Care Dental team for information.
S6W-27349,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:41Z,Jamie Greene,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it will provide an update on what steps are being taken to increase the (a) recruitment and (b) retention of NHS dentists.,TRUE,primary_care_other,information,This question has also been sent to the NES Workforce team for information.
S6W-27351,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:41Z,Sue Webber,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government whether it has agreed a date by which cervical cancer will be eliminated in Scotland, as defined by the World Health Organization (WHO).",TRUE,women,information,This question has also been sent to the Cancer Adult Screening team for information.
S6W-27351,2024-05-22T00:00:00Z,NA,2024-05-08T16:38:41Z,Sue Webber,Scottish Conservative and Unionist Party,Lothian,"To ask the Scottish Government whether it has agreed a date by which cervical cancer will be eliminated in Scotland, as defined by the World Health Organization (WHO).",TRUE,cancer_adult_screening,information,This question has also been sent to the Women's health and long term conditions team for information.
