event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-27639,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:07Z,Ross Greer,Scottish Green Party,West Scotland,To ask the Scottish Government when the next summary report on access to counsellors in secondary schools and children and young peoples community mental health services will be published.,TRUE,mhsa,information,
S6W-27503,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:08Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government whether it anticipates that all adults who require rehabilitation will have timely access to the right information and services to support them by the end of 2025, as stated in the aims of the Framework for Supporting People through Recovery and Rehabilitation during and after the COVID-19 Pandemic.",TRUE,covid,information,
S6W-27622,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:10Z,Foysol Choudhury,Scottish Labour,Lothian,"To ask the Scottish Government what medical advice it had received, regarding any risks of blood clots, prior to its decision to suspend the use of the AstraZeneca COVID-19 vaccine for under-30s in April 2021.",TRUE,covid,information,This question has also been sent to the Clinical and protecting health team for information.
S6W-27622,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:10Z,Foysol Choudhury,Scottish Labour,Lothian,"To ask the Scottish Government what medical advice it had received, regarding any risks of blood clots, prior to its decision to suspend the use of the AstraZeneca COVID-19 vaccine for under-30s in April 2021.",TRUE,cph,information,This question has also been sent to theCovid team for information.
S6W-27621,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:10Z,Fulton MacGregor,Scottish National Party,Coatbridge and Chryston,"To ask the Scottish Government whether it will provide an update on its plans to reform legislation on adults with incapacity, as recommended by the Scottish mental health law review.",TRUE,mhsa,information,
S6W-27634,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:11Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,"To ask the Scottish Government whether there is currently a shortage of Humalog insulin medications in Scotland, and what information it holds on whether any patients who require Humalog insulin have been (a) told to reduce their dosage and (b) denied this medication.",TRUE,prescribing,information,
S6W-27697,2024-06-04T00:00:00Z,NA,2024-05-17T10:02:37Z,Joe FitzPatrick,Scottish National Party,Dundee City West,"To ask the Scottish Government whether it will provide an update on its plans to respond to the final report of the UK-wide Infected Blood Inquiry, which was published on 20 May 2024.",TRUE,cph,information,
S6F-03166,2024-05-23T00:00:00Z,2024-05-23T00:00:00Z,2024-05-20T14:16:34Z,Tess White,Scottish Conservative and Unionist Party,North East Scotland,"To ask the First Minister what the Scottish Government's response is to reports that no NHS board has implemented placental growth factor-based testing for pre-eclampsia, in light of it having been recommended in March 2023 by the Scottish Health Technologies Group.",TRUE,preg_birth_child,information,
S6W-27702,2024-06-05T00:00:00Z,NA,2024-05-20T17:29:59Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what engagement it has had with alcohol and drug partnerships regarding the proposed early release of prisoners, in light of the statement by the Cabinet Secretary for Justice and Home Affairs on 16 May 2024.",TRUE,alcohol,information,
S6W-27692,2024-06-05T00:00:00Z,NA,2024-05-20T17:29:59Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,"To ask the Scottish Government what information it holds on what the current waiting times are for hearing aids, broken down by NHS board.",TRUE,prescribing,review,
S6W-27506,2024-06-05T00:00:00Z,NA,2024-05-20T17:29:59Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government what its position is on whether the resources that are given to local rehabilitation services are adequate to ensure that all adults can access the appropriate support as close to their local areas as possible, as set out in the Framework for Supporting People through Recovery and Rehabilitation during and after the COVID-19 Pandemic.",TRUE,covid,information,
S6W-27505,2024-06-05T00:00:00Z,NA,2024-05-20T17:30:00Z,Carol Mochan,Scottish Labour,South Scotland,"To ask the Scottish Government which social determinants it prioritises to ensure that any health inequalities are tackled in rehabilitation service provision, as set out in the Framework for Supporting People through Recovery and Rehabilitation during and after the COVID-19 Pandemic.",TRUE,covid,information,
S6W-27691,2024-06-05T00:00:00Z,NA,2024-05-20T17:30:01Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,To ask the Scottish Government what plans it has to offer more training programmes in audiology to help tackle the reported workforce shortage.,TRUE,nes_wf,information,
S6W-27624,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:07Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,To ask the Scottish Government what consideration it has given to including a specified foster care allowance rate for young people in continuing care.,FALSE,hsc,information,
S6W-27623,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:08Z,Roz McCall,Scottish Conservative and Unionist Party,Mid Scotland and Fife,To ask the Scottish Government what consideration it has given to increasing the recommended foster care allowance in line with inflation for 2024-25.,FALSE,hsc,information,
S6W-27653,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:09Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government whether it has any plans to introduce guidance to encourage (a) local authorities and (b) social housing providers to ensure that domestic abuse victims are prioritised for social housing.,FALSE,hsc,information,
S6W-27365,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:09Z,Monica Lennon,Scottish Labour,Central Scotland,"To ask the Scottish Government what percentage of women for whom it would be clinically helpful to access a placental growth factor (PlGF) based test can currently do so, and what targets it has set to increase this proportion, in light of reports that the equivalent figure in England is currently 90%.",FALSE,preg_birth_child,information,
S6W-27618,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:11Z,Alexander Burnett,Scottish Conservative and Unionist Party,Aberdeenshire West,"To ask the Scottish Government what its response is to the assessment of the National Autistic Society Scotland that ""while there are instances when part-time timetables could be beneficial, we know they are being used as a˜sticking plaster™ for existing inadequacies in ASN provision"".",FALSE,mhsa,information,
S6W-27638,2024-06-03T00:00:00Z,NA,2024-05-16T16:39:12Z,Paul Sweeney,Scottish Labour,Glasgow,"To ask the Scottish Government, further to the answer to question S6W-27130 by Maree Todd on 15 May 2024, when it expects a final decision to be taken on funding for Breathing Space in 2024-25.",FALSE,mhsa,information,"S6W-27130: To ask the Scottish Government how much funding has been allocated to Breathing Space in the last four financial years, including 2024-25, broken down by year."
S6W-27706,2024-06-05T00:00:00Z,NA,2024-05-20T17:29:59Z,Ash Regan,Alba Party,Edinburgh Eastern,"To ask the Scottish Government what its response is to the announcement that Right There has ended its contract with the City of Edinburgh Council, and what assessment it has made of the potential impact on homelessness services within Edinburgh as a result of this decision.",FALSE,hsc,information,
S6W-27703,2024-06-05T00:00:00Z,NA,2024-05-20T17:29:59Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,To ask the Scottish Government what action it is taking to prevent painkiller overdoses in young people.,FALSE,drugs,information,
S6W-27704,2024-06-05T00:00:00Z,NA,2024-05-20T17:30:02Z,Pam Gosal,Scottish Conservative and Unionist Party,West Scotland,"To ask the Scottish Government how many overdoses from painkillers in those under the age of 18 were recorded in the financial year 2023-24, and, of these, how many instances resulted in death.",FALSE,drugs,review,
