event_id,expected_answer_date,meeting_date,approved_date,name,party,mp_area,item_text,flag,topic_area,action,notes
S6W-28159,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:58Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether the Cabinet Secretary for Health and Social Care will meet with (a) the Royal College of Radiologists and (b) NHS England to discuss the recommendations that were made in the 2023 Clinical Oncology and Clinical Radiology Workforce Census reports.,TRUE,hsc,information,This question has also been sent to the NES Workforce team for information.
S6W-28159,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:58Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government whether the Cabinet Secretary for Health and Social Care will meet with (a) the Royal College of Radiologists and (b) NHS England to discuss the recommendations that were made in the 2023 Clinical Oncology and Clinical Radiology Workforce Census reports.,TRUE,nes_wf,information,This question has also been sent to the Health and Social Care team for information.
S6W-28158,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:58Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, in light of the estimates from the Royal College of Radiologists that 20% of clinical oncology consultants and 18% of clinical radiology consultants are forecast to retire in the next five years, what plans it has to retain more clinical oncologists and radiologists in the workforce.",TRUE,nes_wf,information,
S6W-28170,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:58Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what actions are being taken through the cancer strategy for children and young people to ensure that all children and young people are enrolled on a clinical trial where possible.,TRUE,cancer_adult_screening,information,This question has also been sent to the PHS Research Office team for information.
S6W-28170,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:58Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what actions are being taken through the cancer strategy for children and young people to ensure that all children and young people are enrolled on a clinical trial where possible.,TRUE,research_office,information,This question has also been sent to the Cancer Adult Screening team for information.
S6W-28175,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what assessment it has made of the number of people diagnosed at a late stage with dementia with Lewy bodies (DLB).,TRUE,hsc,information,
S6W-28153,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, in light of the Royal College of Radiologists' 2023 Clinical Radiology Workforce Census, what its plans are to ensure that the 26% shortfall of consultant radiologists in Scotland (a) is addressed and (b) does not impact patient safety or the quality of care.",TRUE,nes_wf,information,
S6W-28161,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government whether it would consider working with (a) NHS Scotland, (b) the Royal College of Radiologists and (c) the Association of Cancer Physicians to develop a recruitment campaign to attract trainees to oncology training posts.",TRUE,nes_wf,information,
S6W-28163,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, in light of the recommendations made by the Royal College of Radiologists (RCR) in its 2023 Clinical Oncology and Clinical Radiology Census reports, whether it will (a) put in place a plan for staff retention in radiology and oncology and (b) meet with the RCR to discuss the findings of its reports.",TRUE,nes_wf,information,
S6W-28164,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government how it plans to address any regional disparities in the number of clinical oncologists, in light of estimates from the Royal College of Radiologists that the North of Scotland has just five consultant oncologists per 100,000 of the older population, compared with 6.2 per 100,000 of the older population nationally.",TRUE,nes_wf,information,
S6W-28171,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what action it is taking to improve access to clinical trials for young people with cancer.,TRUE,cancer_adult_screening,information,This question has also been sent to the PHS Research Office team for information.
S6W-28171,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Miles Briggs,Scottish Conservative and Unionist Party,Lothian,To ask the Scottish Government what action it is taking to improve access to clinical trials for young people with cancer.,TRUE,research_office,information,This question has also been sent to the Cancer Adult Screening team for information.
S6W-28166,2024-06-27T00:00:00Z,NA,2024-06-13T16:39:59Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what plans it has to increase the interventional radiology workforce, in light of the reported 24% shortfall in interventional radiologists in Scotland, according to the latest workforce census from the Royal College of Radiologists.",TRUE,nes_wf,information,
S6W-28155,2024-06-27T00:00:00Z,NA,2024-06-13T16:40:00Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, in light of the Royal College of Radiologists 2023 Clinical Oncology Workforce Census, what plans it has to ensure that the reported 16% shortfall of consultant radiologists (a) is addressed and (b) does not impact patient safety or the quality of care.",TRUE,nes_wf,information,
S6W-28160,2024-06-27T00:00:00Z,NA,2024-06-13T16:40:00Z,Jackie Baillie,Scottish Labour,Dumbarton,To ask the Scottish Government what plans it has to ensure that NHS boards have sufficient funding to maintain and expand the number of training places that they offer for clinical oncology and clinical radiology trainees.,TRUE,nes_wf,information,
S6W-28156,2024-06-27T00:00:00Z,NA,2024-06-13T16:40:00Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government, what its response is to the reported projections in the Royal College of Radiologists 2023 Clinical Oncology Workforce Census that the shortfall of clinical oncologists could rise to 22%, or 29 oncology consultants, by 2028.",TRUE,nes_wf,information,
S6W-28165,2024-06-27T00:00:00Z,NA,2024-06-13T16:40:00Z,Jackie Baillie,Scottish Labour,Dumbarton,"To ask the Scottish Government what plans it has to increase the number of interventional radiologists, in light of the estimate in the Royal College of Radiologists Clinical Radiology Workforce Census report that Scotland only has 9.5 interventional radiologists per million of the population, compared with 11.6 across the UK as a whole.",TRUE,nes_wf,information,
